State - Time (s), State - Stage, State - PX (m), State - PY (m), State - PZ (m), State - VX (m/s), State - VY (m/s), State - VZ (m/s), State - AX (m/s/s), State - AY (m/s/s), State - AZ (m/s/s), MAX-M10S - Lat, MAX-M10S - Lon, MAX-M10S - Alt (m), MAX-M10S - Disp X (m), MAX-M10S - Disp Y (m), MAX-M10S - Disp Z (m), MAX-M10S - Fix Quality, MAX-M10S - Time of Day, BMI088andLIS3MDL - AccX (m/s^2), BMI088andLIS3MDL - AccY (m/s^2), BMI088andLIS3MDL - AccZ (m/s^2), BMI088andLIS3MDL - GyroX (rad/s), BMI088andLIS3MDL - GyroY (rad/s), BMI088andLIS3MDL - GyroZ (rad/s), BMI088andLIS3MDL - MagX (uT), BMI088andLIS3MDL - MagY (uT), BMI088andLIS3MDL - MagZ (uT), BMI088andLIS3MDL - OriX, BMI088andLIS3MDL - OriY, BMI088andLIS3MDL - OriZ, BMI088andLIS3MDL - OriW, DPS310 - Pres (hPa), DPS310 - Temp (C), DPS310 - Alt ASL (m), DPS310 - Alt AGL (m), MS5611 - Pres (hPa), MS5611 - Temp (C), MS5611 - Alt ASL (m), MS5611 - Alt AGL (m)
        2493.740,             4, 700.223       , 1638.941      , 46.318        , 0.341           , -0.180          , 0.312           , 0.341             , 0.420             , 0.126             ,     39.0887706, -75.8563471   ,             43.955, 699.947              , 1638.753             , 43.033               ,                      8, 13:56:18              , 0.280                          , -4.173                         , 9.029                          , -0.141                          , -0.121                          , -1.841                          , 1698.000                    , 1547.000                    , -13753.000                  , 0.054                  , 0.181                  , -0.919                 , -0.347                 ,            1020.489,            12.102, -60.057             , 45.889              ,            1020.610,            13.910, -61.062             , 45.077
        2493.791,             4, 700.190       , 1638.782      , 45.936        , 0.179           , -0.152          , 0.515           , -0.049            , 0.054             , 0.790             ,     39.0887706, -75.8563471   ,             43.955, 699.947              , 1638.753             , 43.033               ,                      8, 08:56:18              , 0.862                          , -3.936                         , 9.805                          , -0.136                          , -0.134                          , -1.892                          , 1978.000                    , 1582.000                    , -13847.000                  , 0.040                  , 0.189                  , -0.900                 , -0.390                 ,            1020.549,            12.096, -60.554             , 45.392              ,            1020.610,            13.910, -61.062             , 45.077
        2493.842,             4, 700.211       , 1638.436      , 45.525        , 0.453           , -0.306          , 0.403           , 0.470             , -0.093            , 0.417             ,     39.0887708, -75.8563525   ,             43.252, 699.969              , 1638.286             , 42.329               ,                      8, 13:56:18              , 0.381                          , -4.259                         , 9.302                          , 0.079                           , 0.060                           , -2.020                          , 1978.000                    , 1582.000                    , -13847.000                  , 0.054                  , 0.194                  , -0.880                 , -0.430                 ,            1020.605,            12.087, -61.017             , 44.929              ,            1020.670,            13.920, -61.558             , 44.581
        2493.893,             4, 700.215       , 1638.210      , 45.233        , 0.129           , -0.378          , -0.114          , -0.223            , -0.123            , -0.313            ,     39.0887708, -75.8563525   ,             43.252, 699.969              , 1638.286             , 42.329               ,                      8, 08:56:18              , 0.984                          , -3.196                         , 8.892                          , -0.128                          , 0.134                           , -1.655                          , 2137.000                    , 1540.000                    , -13885.000                  , 0.043                  , 0.186                  , -0.862                 , -0.469                 ,            1020.605,            12.087, -61.017             , 44.929              ,            1020.670,            13.940, -61.558             , 44.581
        2493.944,             4, 700.138       , 1638.050      , 44.551        , 0.094           , -0.498          , -1.200          , 0.054             , -0.254            , -1.114            ,     39.0887708, -75.8563525   ,             43.252, 699.969              , 1638.286             , 42.329               ,                      8, 03:56:18              , 0.661                          , -2.945                         , 8.160                          , 0.013                           , 0.102                           , -1.651                          , 2137.000                    , 1540.000                    , -13885.000                  , 0.045                  , 0.178                  , -0.844                 , -0.504                 ,            1020.655,            12.098, -61.438             , 44.508              ,            1020.790,            13.930, -62.550             , 43.588
        2493.995,             4, 700.019       , 1637.674      , 43.849        , -0.323          , -0.616          , -1.282          , -0.416            , -0.202            , -0.371            ,     39.0887712, -75.8563577   ,             42.582, 700.014              , 1637.836             , 41.660               ,                      8, 13:56:18              , 1.149                          , -2.356                         , 9.079                          , -0.145                          , 0.222                           , -1.790                          , 2379.000                    , 1535.000                    , -13904.000                  , 0.031                  , 0.160                  , -0.822                 , -0.545                 ,            1020.691,            12.087, -61.733             , 44.213              ,            1020.800,            13.910, -62.633             , 43.506
        2494.046,             4, 699.810       , 1637.280      , 43.190        , -0.638          , -0.384          , -2.030          , -0.428            , 0.166             , -1.258            ,     39.0887717, -75.8563628   ,             41.842, 700.069              , 1637.394             , 40.919               ,                      8, 13:56:18              , 1.717                          , -1.925                         , 8.167                          , -0.130                          , 0.068                           , -1.847                          , 2379.000                    , 1535.000                    , -13904.000                  , 0.012                  , 0.159                  , -0.795                 , -0.585                 ,            1020.728,            12.097, -62.039             , 43.907              ,            1020.800,            13.930, -62.633             , 43.506
        2494.097,             4, 699.936       , 1637.332      , 43.430        , -0.633          , -0.395          , -1.744          , -0.649            , -0.446            , 1.149             ,     39.0887717, -75.8563628   ,             41.842, 700.069              , 1637.394             , 40.919               ,                      8, 08:56:18              , 1.638                          , -1.652                         , 10.738                         , -0.128                          , -0.066                          , -1.613                          , 2608.000                    , 1496.000                    , -13903.000                  , -0.001                 , 0.140                  , -0.773                 , -0.619                 ,            1020.759,            12.097, -62.298             , 43.648              ,            1020.790,            13.920, -62.550             , 43.588
        2494.148,             4, 699.937       , 1637.323      , 43.397        , -0.632          , -0.420          , -1.828          , -0.204            , -0.287            , -1.116            ,     39.0887717, -75.8563628   ,             41.842, 700.069              , 1637.394             , 40.919               ,                      8, 03:56:18              , 1.279                          , -1.365                         , 8.497                          , -0.062                          , -0.149                          , -1.451                          , 2608.000                    , 1496.000                    , -13903.000                  , -0.006                 , 0.128                  , -0.751                 , -0.648                 ,            1020.759,            12.091, -62.291             , 43.654              ,            1020.810,            13.920, -62.716             , 43.423
        2494.199,             4, 699.925       , 1637.130      , 43.131        , -0.667          , -0.587          , -1.798          , -0.376            , -0.681            , -0.022            ,     39.0887723, -75.8563678   ,             41.227, 700.136              , 1636.962             , 40.305               ,                      8, 13:56:19              , 0.553                          , -0.826                         , 9.769                          , 0.038                           , 0.011                           , -1.336                          , 2788.000                    , 1320.000                    , -13876.000                  , -0.002                 , 0.089                  , -0.733                 , -0.675                 ,            1020.806,            12.086, -62.683             , 43.263              ,            1020.990,            13.920, -64.205             , 41.934
        2494.250,             4, 699.880       , 1636.964      , 42.766        , -0.724          , -0.732          , -2.037          , -0.437            , -0.578            , -1.167            ,     39.0887723, -75.8563678   ,             41.227, 700.136              , 1636.962             , 40.305               ,                      8, 08:56:19              , 0.079                          , -0.251                         , 8.670                          , 0.040                           , 0.158                           , -1.400                          , 2788.000                    , 1320.000                    , -13876.000                  , 0.001                  , 0.055                  , -0.711                 , -0.701                 ,            1020.845,            12.085, -63.009             , 42.936              ,            1020.910,            13.910, -63.543             , 42.596
        2494.301,             4, 699.819       , 1636.812      , 42.353        , -0.742          , -0.780          , -1.772          , -0.333            , -0.286            , 0.570             ,     39.0887723, -75.8563678   ,             41.227, 700.136              , 1636.962             , 40.305               ,                      8, 03:56:19              , 0.144                          , -0.172                         , 10.386                         , -0.045                          , 0.164                           , -1.332                          , 2993.000                    , 1168.000                    , -13913.000                  , 0.002                  , 0.032                  , -0.687                 , -0.726                 ,            1020.889,            12.085, -63.367             , 42.579              ,            1021.010,            13.920, -64.370             , 41.769
        2494.352,             4, 699.818       , 1636.361      , 41.977        , -0.620          , -0.910          , -1.423          , -0.069            , -0.103            , 0.613             ,     39.0887734, -75.8563780   ,             40.063, 700.258              , 1636.079             , 39.140               ,                      8, 13:56:19              , 0.208                          , -0.381                         , 10.415                         , -0.051                          , 0.083                           , -0.912                          , 3122.000                    , 1150.000                    , -13900.000                  , 0.005                  , 0.025                  , -0.671                 , -0.741                 ,            1020.932,            12.088, -63.728             , 42.218              ,            1021.040,            13.930, -64.618             , 41.521
        2494.403,             4, 699.844       , 1636.027      , 41.805        , -0.512          , -0.906          , -1.199          , -0.159            , -0.042            , -0.132            ,     39.0887734, -75.8563780   ,             40.063, 700.258              , 1636.079             , 39.140               ,                      8, 08:56:19              , 0.259                          , -0.101                         , 9.675                          , -0.023                          , -0.153                          , -0.914                          , 3122.000                    , 1150.000                    , -13900.000                  , -0.001                 , 0.021                  , -0.654                 , -0.756                 ,            1020.933,            12.091, -63.731             , 42.215              ,            1021.070,            13.930, -64.866             , 41.272
        2494.454,             4, 699.895       , 1635.621      , 41.539        , -0.503          , -1.013          , -1.131          , -0.409            , -0.281            , -0.304            ,     39.0887738, -75.8563828   ,             39.348, 700.302              , 1635.664             , 38.425               ,                      8, 13:56:19              , -0.302                         , 0.467                          , 9.503                          , 0.000                           , -0.158                          , -0.814                          , 3154.000                    , 995.000                     , -13875.000                  , -0.006                 , -0.002                 , -0.638                 , -0.770                 ,            1020.982,            12.086, -64.136             , 41.810              ,            1021.090,            13.920, -65.032             , 41.107
        2494.505,             4, 699.946       , 1635.365      , 41.219        , -0.379          , -0.912          , -1.313          , -0.120            , -0.107            , -0.806            ,     39.0887738, -75.8563828   ,             39.348, 700.302              , 1635.664             , 38.425               ,                      8, 08:56:19              , -0.180                         , 0.237                          , 9.000                          , -0.141                          , -0.081                          , -0.648                          , 3154.000                    , 995.000                     , -13875.000                  , -0.005                 , -0.007                 , -0.626                 , -0.780                 ,            1021.019,            12.092, -64.446             , 41.499              ,            1021.160,            13.930, -65.610             , 40.529
        2494.556,             4, 700.057       , 1635.068      , 40.879        , -0.191          , -0.674          , -0.817          , 0.029             , 0.264             , 0.565             ,     39.0887745, -75.8563877   ,             38.677, 700.380              , 1635.240             , 37.755               ,                      8, 13:56:19              , 0.474                          , 0.230                          , 10.365                         , -0.011                          , -0.017                          , -0.560                          , 3230.000                    , 885.000                     , -13870.000                  , -0.014                 , 0.002                  , -0.615                 , -0.789                 ,            1021.067,            12.092, -64.843             , 41.103              ,            1021.140,            13.910, -65.445             , 40.694
        2494.607,             4, 700.135       , 1634.998      , 40.914        , -0.264          , -0.254          , 0.219           , -0.335            , 0.481             , 1.461             ,     39.0887745, -75.8563877   ,             38.677, 700.380              , 1635.240             , 37.755               ,                      8, 08:56:19              , 0.761                          , 0.776                          , 11.234                         , -0.062                          , -0.064                          , -0.354                          , 3230.000                    , 885.000                     , -13870.000                  , -0.022                 , 0.005                  , -0.608                 , -0.794                 ,            1021.068,            12.096, -64.846             , 41.100              ,            1021.170,            13.920, -65.693             , 40.446
        2494.658,             4, 700.208       , 1634.872      , 40.839        , -0.239          , -0.001          , 0.073           , -0.170            , 0.422             , -0.052            ,     39.0887753, -75.8563925   ,             37.944, 700.469              , 1634.825             , 37.021               ,                      8, 13:56:19              , 1.020                          , 0.797                          , 9.682                          , -0.100                          , 0.051                           , -0.292                          , 3265.000                    , 815.000                     , -13957.000                  , -0.042                 , 0.011                  , -0.601                 , -0.798                 ,            1021.116,            12.087, -65.248             , 40.698              ,            1021.190,            13.910, -65.859             , 40.280
        2494.709,             4, 700.266       , 1634.856      , 40.513        , -0.133          , 0.038           , -0.315          , 0.002             , 0.077             , -0.333            ,     39.0887753, -75.8563925   ,             37.944, 700.469              , 1634.825             , 37.021               ,                      8, 08:56:19              , 0.675                          , 0.532                          , 9.438                          , -0.032                          , 0.243                           , -0.121                          , 3265.000                    , 815.000                     , -13957.000                  , -0.041                 , 0.009                  , -0.599                 , -0.800                 ,            1021.162,            12.085, -65.627             , 40.318              ,            1021.280,            13.920, -66.603             , 39.536
        2494.760,             4, 700.343       , 1634.613      , 40.007        , 0.069           , -0.157          , -0.402          , 0.197             , -0.120            , 0.071             ,     39.0887751, -75.8563973   ,             37.222, 700.447              , 1634.409             , 36.299               ,                      8, 13:56:19              , 0.381                          , 0.014                          , 9.876                          , -0.164                          , 0.256                           , -0.251                          , 3301.000                    , 778.000                     , -13898.000                  , -0.023                 , 0.011                  , -0.595                 , -0.804                 ,            1021.222,            12.093, -66.121             , 39.825              ,            1021.420,            13.920, -67.760             , 38.379
        2494.811,             4, 700.423       , 1634.404      , 39.797        , 0.072           , -0.373          , -0.207          , -0.011            , -0.270            , 0.215             ,     39.0887751, -75.8563973   ,             37.222, 700.447              , 1634.409             , 36.299               ,                      8, 08:56:19              , -0.122                         , 0.065                          , 10.027                         , -0.077                          , 0.087                           , -0.017                          , 3301.000                    , 778.000                     , -13898.000                  , -0.009                 , 0.002                  , -0.594                 , -0.804                 ,            1021.222,            12.093, -66.121             , 39.825              ,            1021.300,            13.930, -66.768             , 39.371
        2494.862,             4, 700.440       , 1634.002      , 39.666        , -0.155          , -0.418          , 0.651           , -0.293            , -0.018            , 1.209             ,     39.0887755, -75.8564027   ,             36.633, 700.491              , 1633.942             , 35.710               ,                      8, 13:56:19              , 0.036                          , 0.503                          , 11.011                         , -0.162                          , -0.098                          , -0.147                          , 3330.000                    , 768.000                     , -13939.000                  , -0.012                 , -0.001                 , -0.591                 , -0.806                 ,            1021.270,            12.095, -66.518             , 39.428              ,            1021.440,            13.910, -67.925             , 38.213
        2494.913,             4, 700.384       , 1633.810      , 39.391        , -0.213          , -0.309          , 0.194           , -0.123            , 0.046             , -0.095            ,     39.0887755, -75.8564027   ,             36.633, 700.491              , 1633.942             , 35.710               ,                      8, 08:56:19              , 0.201                          , 0.438                          , 9.704                          , -0.058                          , -0.138                          , -0.202                          , 3330.000                    , 768.000                     , -13939.000                  , -0.019                 , -0.001                 , -0.587                 , -0.809                 ,            1021.331,            12.096, -67.028             , 38.918              ,            1021.530,            13.930, -68.670             , 37.469
        2494.964,             4, 700.366       , 1633.582      , 39.099        , -0.130          , -0.001          , 0.629           , 0.015             , 0.357             , 0.842             ,     39.0887756, -75.8564077   ,             36.004, 700.502              , 1633.509             , 35.082               ,                      8, 13:56:19              , 1.020                          , 0.560                          , 10.595                         , 0.075                           , -0.215                          , 0.173                           , 3369.000                    , 739.000                     , -13940.000                  , -0.036                 , 0.013                  , -0.590                 , -0.806                 ,            1021.368,            12.098, -67.327             , 38.618              ,            1021.540,            13.930, -68.752             , 37.387
        2495.015,             4, 700.407       , 1633.575      , 38.888        , 0.003           , 0.131           , -0.263          , 0.083             , 0.164             , -0.669            ,     39.0887756, -75.8564077   ,             36.004, 700.502              , 1633.509             , 35.082               ,                      8, 08:56:19              , 0.898                          , 0.302                          , 9.094                          , -0.070                          , 0.100                           , 0.149                           , 3369.000                    , 739.000                     , -13940.000                  , -0.038                 , 0.021                  , -0.593                 , -0.804                 ,            1021.368,            12.098, -67.327             , 38.618              ,            1021.540,            13.920, -68.752             , 37.387
        2495.066,             4, 700.469       , 1633.292      , 38.355        , 0.023           , 0.035           , -0.424          , -0.028            , 0.144             , 0.769             ,     39.0887757, -75.8564126   ,             35.334, 700.513              , 1633.085             , 34.411               ,                      7, 13:56:19              , 0.970                          , 0.510                          , 10.523                         , -0.040                          , 0.219                           , -0.143                          , 3411.000                    , 752.000                     , -13920.000                  , -0.040                 , 0.020                  , -0.591                 , -0.806                 ,            1021.432,            12.096, -67.858             , 38.088              ,            1021.510,            13.910, -68.504             , 37.635
        2495.117,             4, 700.489       , 1633.208      , 38.016        , 0.013           , 0.013           , -0.546          , -0.139            , 0.055             , -0.207            ,     39.0887757, -75.8564126   ,             35.334, 700.513              , 1633.085             , 34.411               ,                      7, 08:56:19              , 0.682                          , 0.611                          , 9.560                          , -0.170                          , 0.222                           , 0.132                           , 3411.000                    , 752.000                     , -13920.000                  , -0.040                 , 0.014                  , -0.593                 , -0.804                 ,            1021.479,            12.094, -68.251             , 37.695              ,            1021.590,            13.910, -69.166             , 36.973
        2495.168,             4, 700.499       , 1633.166      , 37.610        , 0.022           , -0.006          , -0.564          , 0.040             , -0.029            , 0.522             ,     39.0887757, -75.8564126   ,             35.334, 700.513              , 1633.085             , 34.411               ,                      7, 03:56:19              , 0.654                          , 0.302                          , 10.307                         , -0.183                          , 0.079                           , 0.228                           , 3411.000                    , 752.000                     , -13920.000                  , -0.033                 , 0.016                  , -0.598                 , -0.801                 ,            1021.544,            12.085, -68.783             , 37.163              ,            1021.710,            13.920, -70.157             , 35.981
        2495.219,             4, 700.520       , 1632.993      , 37.181        , 0.051           , -0.025          , -0.654          , 0.113             , 0.210             , 0.150             ,     39.0887760, -75.8564177   ,             34.559, 700.547              , 1632.644             , 33.637               ,                      7, 13:56:20              , 1.156                          , 0.294                          , 9.891                          , 0.145                           , -0.085                          , 0.262                           , 3395.000                    , 859.000                     , -14044.000                  , -0.042                 , 0.027                  , -0.603                 , -0.796                 ,            1021.596,            12.083, -69.214             , 36.731              ,            1021.590,            13.910, -69.166             , 36.973
        2495.270,             4, 700.541       , 1632.871      , 36.890        , 0.088           , -0.063          , -0.713          , 0.129             , 0.056             , 0.003             ,     39.0887760, -75.8564177   ,             34.559, 700.547              , 1632.644             , 33.637               ,                      7, 08:56:20              , 1.142                          , 0.115                          , 9.747                          , -0.009                          , -0.109                          , 0.064                           , 3395.000                    , 859.000                     , -14044.000                  , -0.042                 , 0.036                  , -0.604                 , -0.795                 ,            1021.596,            12.083, -69.214             , 36.731              ,            1021.720,            13.940, -70.240             , 35.899
        2495.321,             4, 700.568       , 1632.776      , 36.503        , 0.152           , -0.110          , -0.678          , 0.221             , -0.018            , 0.464             ,     39.0887760, -75.8564177   ,             34.559, 700.547              , 1632.644             , 33.637               ,                      7, 03:56:20              , 1.235                          , -0.187                         , 10.200                         , 0.060                           , -0.102                          , 0.266                           , 3469.000                    , 844.000                     , -13913.000                  , -0.037                 , 0.045                  , -0.610                 , -0.790                 ,            1021.651,            12.087, -69.666             , 36.280              ,            1021.790,            13.930, -70.818             , 35.321
        2495.372,             4, 700.636       , 1632.324      , 36.047        , 0.148           , -0.299          , -0.668          , -0.032            , 0.180             , 0.459             ,     39.0887770, -75.8564289   ,             33.153, 700.658              , 1631.675             , 32.230               ,                      7, 13:56:20              , 1.523                          , 0.079                          , 10.157                         , -0.173                          , 0.011                           , 0.236                           , 3400.000                    , 878.000                     , -14008.000                  , -0.041                 , 0.052                  , -0.614                 , -0.787                 ,            1021.709,            12.097, -70.146             , 35.800              ,            1021.740,            13.900, -70.405             , 35.734
        2495.423,             4, 700.688       , 1631.977      , 35.578        , 0.191           , -0.406          , -0.782          , 0.134             , 0.081             , 0.042             ,     39.0887770, -75.8564289   ,             33.153, 700.658              , 1631.675             , 32.230               ,                      7, 08:56:20              , 1.444                          , -0.374                         , 9.740                          , -0.262                          , 0.147                           , 0.390                           , 3400.000                    , 878.000                     , -14008.000                  , -0.032                 , 0.061                  , -0.621                 , -0.780                 ,            1021.757,            12.097, -70.542             , 35.404              ,            1021.850,            13.930, -71.314             , 34.825
        2495.474,             4, 700.758       , 1631.517      , 35.052        , 0.349           , -0.570          , -0.603          , 0.419             , -0.008            , 0.706             ,     39.0887772, -75.8564343   ,             32.432, 700.680              , 1631.208             , 31.510               ,                      7, 13:56:20              , 1.480                          , -1.200                         , 10.351                         , -0.136                          , 0.168                           , 0.426                           , 3462.000                    , 925.000                     , -13993.000                  , -0.013                 , 0.076                  , -0.630                 , -0.773                 ,            1021.822,            12.094, -71.087             , 34.859              ,            1022.000,            13.930, -72.554             , 33.585
        2495.525,             4, 700.828       , 1631.210      , 34.811        , 0.378           , -0.593          , -0.492          , 0.208             , -0.042            , 0.144             ,     39.0887772, -75.8564343   ,             32.432, 700.680              , 1631.208             , 31.510               ,                      7, 08:56:20              , 1.243                          , -1.264                         , 9.797                          , -0.177                          , 0.160                           , 0.134                           , 3462.000                    , 925.000                     , -13993.000                  , 0.001                  , 0.082                  , -0.632                 , -0.770                 ,            1021.823,            12.101, -71.092             , 34.854              ,            1021.930,            13.920, -71.975             , 34.164
        2495.576,             4, 700.856       , 1630.781      , 34.441        , 0.313           , -0.802          , -0.467          , 0.074             , -0.332            , 0.159             ,     39.0887770, -75.8564396   ,             31.663, 700.658              , 1630.749             , 30.740               ,                      7, 13:56:20              , 0.560                          , -1.336                         , 9.869                          , -0.011                          , 0.132                           , 0.000                           , 3477.000                    , 1013.000                    , -13956.000                  , 0.019                  , 0.072                  , -0.634                 , -0.770                 ,            1021.883,            12.101, -71.586             , 34.360              ,            1022.050,            13.910, -72.967             , 33.172
        2495.627,             4, 700.840       , 1630.495      , 34.047        , 0.158           , -0.840          , -0.418          , -0.093            , -0.277            , 0.204             ,     39.0887770, -75.8564396   ,             31.663, 700.658              , 1630.749             , 30.740               ,                      7, 08:56:20              , 0.259                          , -1.156                         , 9.948                          , -0.053                          , 0.079                           , -0.006                          , 3477.000                    , 1013.000                    , -13956.000                  , 0.029                  , 0.059                  , -0.634                 , -0.770                 ,            1021.933,            12.102, -71.998             , 33.948              ,            1021.950,            13.930, -72.141             , 33.998
        2495.678,             4, 700.789       , 1630.081      , 33.718        , 0.049           , -0.860          , -0.385          , -0.060            , -0.163            , 0.102             ,     39.0887770, -75.8564453   ,             30.994, 700.658              , 1630.256             , 30.072               ,                      7, 13:56:20              , 0.208                          , -1.121                         , 9.848                          , 0.013                           , -0.009                          , -0.092                          , 3467.000                    , 995.000                     , -14064.000                  , 0.033                  , 0.052                  , -0.633                 , -0.772                 ,            1021.966,            12.082, -72.275             , 33.671              ,            1022.060,            13.930, -73.049             , 33.089
        2495.729,             4, 700.742       , 1629.864      , 33.533        , 0.044           , -0.759          , -0.594          , 0.052             , -0.137            , -0.433            ,     39.0887770, -75.8564453   ,             30.994, 700.658              , 1630.256             , 30.072               ,                      7, 08:56:20              , 0.165                          , -1.235                         , 9.295                          , 0.004                           , -0.087                          , -0.226                          , 3467.000                    , 995.000                     , -14064.000                  , 0.038                  , 0.051                  , -0.629                 , -0.775                 ,            1021.966,            12.082, -72.275             , 33.671              ,            1022.080,            13.920, -73.215             , 32.924
        2495.780,             4, 700.711       , 1629.502      , 33.206        , -0.043          , -0.781          , -0.788          , -0.091            , -0.188            , -0.411            ,     39.0887772, -75.8564512   ,             30.258, 700.680              , 1629.745             , 29.336               ,                      7, 13:56:20              , -0.093                         , -1.085                         , 9.338                          , -0.051                          , -0.009                          , -0.326                          , 3469.000                    , 989.000                     , -14071.000                  , 0.043                  , 0.042                  , -0.623                 , -0.779                 ,            1022.003,            12.095, -72.577             , 33.369              ,            1022.090,            13.910, -73.298             , 32.841
        2495.831,             4, 700.684       , 1629.344      , 32.879        , -0.010          , -0.571          , -0.767          , 0.044             , 0.009             , -0.199            ,     39.0887772, -75.8564512   ,             30.258, 700.680              , 1629.745             , 29.336               ,                      7, 08:56:20              , 0.108                          , -1.228                         , 9.532                          , 0.017                           , 0.119                           , -0.258                          , 3469.000                    , 989.000                     , -14071.000                  , 0.046                  , 0.042                  , -0.618                 , -0.784                 ,            1022.033,            12.103, -72.827             , 33.119              ,            1022.080,            13.920, -73.215             , 32.924
        2495.882,             4, 700.743       , 1629.090      , 32.936        , 0.319           , -0.346          , -0.041          , 0.415             , 0.172             , 0.557             ,     39.0887771, -75.8564571   ,             29.633, 700.669              , 1629.235             , 28.711               ,                      7, 13:56:20              , 0.611                          , -1.925                         , 10.178                         , 0.115                           , 0.121                           , -0.505                          , 3507.000                    , 947.000                     , -14067.000                  , 0.050                  , 0.059                  , -0.607                 , -0.791                 ,            1022.019,            12.097, -72.708             , 33.238              ,            1022.040,            13.930, -72.884             , 33.255
        2495.933,             4, 700.908       , 1629.121      , 33.130        , 0.581           , 0.151           , 0.127           , 0.411             , 0.470             , 0.089             ,     39.0887771, -75.8564571   ,             29.633, 700.669              , 1629.235             , 28.711               ,                      7, 08:56:20              , 1.451                          , -1.832                         , 9.639                          , 0.324                           , 0.100                           , -0.641                          , 3507.000                    , 947.000                     , -14067.000                  , 0.038                  , 0.084                  , -0.592                 , -0.801                 ,            1022.019,            12.097, -72.708             , 33.238              ,            1022.070,            13.930, -73.132             , 33.007
        2495.984,             4, 701.032       , 1629.118      , 33.387        , 0.429           , 0.644           , 0.167           , 0.022             , 0.687             , -0.022            ,     39.0887773, -75.8564626   ,             28.875, 700.691              , 1628.759             , 27.952               ,                      7, 13:56:20              , 2.126                          , -0.955                         , 9.532                          , 0.364                           , 0.196                           , -0.569                          , 3471.000                    , 863.000                     , -13953.000                  , 0.005                  , 0.096                  , -0.578                 , -0.810                 ,            1021.991,            12.091, -72.481             , 33.465              ,            1022.270,            13.920, -74.785             , 31.354
        2496.035,             4, 701.022       , 1629.243      , 32.561        , 0.271           , 0.649           , -0.877          , 0.010             , 0.244             , -0.773            ,     39.0887773, -75.8564626   ,             28.875, 700.691              , 1628.759             , 27.952               ,                      7, 08:56:20              , 1.789                          , -0.776                         , 8.828                          , 0.251                           , 0.128                           , -0.469                          , 3471.000                    , 863.000                     , -13953.000                  , -0.011                 , 0.098                  , -0.568                 , -0.817                 ,            1022.138,            12.088, -73.693             , 32.252              ,            1022.340,            13.930, -75.363             , 30.776
        2496.086,             4, 700.848       , 1628.670      , 31.654        , 0.139           , 0.421           , -1.193          , -0.722            , -0.034            , 0.250             ,     39.0887775, -75.8564687   ,             28.222, 700.713              , 1628.231             , 27.299               ,                      7, 13:56:20              , 1.214                          , 0.374                          , 10.006                         , -0.045                          , -0.092                          , -0.386                          , 3401.000                    , 831.000                     , -14003.000                  , -0.030                 , 0.070                  , -0.559                 , -0.826                 ,            1022.262,            12.084, -74.716             , 31.230              ,            1022.210,            13.910, -74.289             , 31.850
        2496.137,             4, 700.796       , 1628.519      , 31.338        , -0.043          , 0.370           , -1.239          , -1.187            , 0.119             , 0.052             ,     39.0887775, -75.8564687   ,             28.222, 700.713              , 1628.231             , 27.299               ,                      7, 08:56:20              , 0.934                          , 1.947                          , 9.697                          , -0.158                          , -0.360                          , -0.454                          , 3401.000                    , 831.000                     , -14003.000                  , -0.071                 , 0.033                  , -0.546                 , -0.834                 ,            1022.269,            12.084, -74.776             , 31.170              ,            1022.320,            13.920, -75.198             , 30.941
        2496.188,             4, 700.748       , 1628.460      , 31.124        , -0.261          , 0.333           , -1.359          , -1.124            , 0.030             , -0.700            ,     39.0887775, -75.8564687   ,             28.222, 700.713              , 1628.231             , 27.299               ,                      7, 03:56:20              , 0.510                          , 2.636                          , 8.777                          , -0.384                          , -0.482                          , -0.247                          , 3467.000                    , 681.000                     , -14004.000                  , -0.104                 , -0.003                 , -0.534                 , -0.839                 ,            1022.269,            12.086, -74.778             , 31.168              ,            1022.420,            13.920, -76.023             , 30.115
        2496.239,             4, 700.687       , 1628.433      , 30.739        , -0.353          , 0.282           , -1.326          , -0.407            , -0.048            , 0.258             ,     39.0887775, -75.8564687   ,             28.222, 700.713              , 1628.231             , 27.299               ,                      7, 22:56:20              , 0.812                          , 2.306                          , 9.776                          , -0.356                          , -0.422                          , -0.194                          , 3467.000                    , 681.000                     , -14004.000                  , -0.111                 , -0.008                 , -0.527                 , -0.843                 ,            1022.333,            12.094, -75.302             , 30.644              ,            1022.440,            13.930, -76.189             , 29.950
