Time_ms_,GPSPosX,GPSPosY,GPSPosZ,IMUAccelX,IMUAccelY,IMUAccelZ,BarAltitude,BarAltitude2
799.429,-203.803,-302.716,1776.386,-0.022,0.036,0.237,1768.683,1766.574
799.529,-204.991,-304.118,1776.618,-0.072,0.007,0.194,1768.77,1766.872
799.629,-206.179,-305.519,1776.747,-0.014,0.093,0.223,1768.838,1766.574
799.729,-207.355,-306.912,1776.763,-0.632,-11.019,44.419,1768.814,1766.375
799.829,-208.521,-308.314,1776.674,-0.503,0.215,1.164,1771.452,1768.957
799.929,-209.698,-309.871,1776.529,0.524,0.151,2.277,1771.175,1768.56
800.029,-210.841,-311.619,1776.284,-0.567,0.28,0.963,1770.449,1767.765
800.129,-211.974,-313.454,1775.903,0.338,0.101,2.198,1769.872,1767.865
800.229,-213.106,-315.297,1775.412,1.049,-0.072,2.794,1769.33,1766.673
800.329,-214.25,-317.122,1774.831,1.458,2.399,4.425,1769.027,1765.879
800.429,-215.415,-318.913,1774.186,-4.245,7.93,20.586,1768.323,1767.07
800.529,-216.603,-320.687,1773.466,-12.096,-10.868,18.367,1768.044,1763.298
800.629,-217.835,-322.366,1772.723,-4.101,-1.264,15.666,1764.975,1764.092
800.729,-219.034,-323.845,1771.91,22.138,3.577,9.963,1766.999,1764.39
800.829,-220.133,-325.152,1770.969,11.22,4.683,10.99,1765.93,1763.893
800.929,-221.199,-326.363,1769.788,4.245,-5.358,12.836,1765.596,1763.993
