State - Time (s),State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft),BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,VN_100 - VN-AX (m/s/s),VN_100 - VN-AY (m/s/s),VN_100 - VN-AZ (m/s/s),VN_100 - VN-ULRX (deg),VN_100 - VN-ULRY (deg),VN_100 - VN-ULRZ (deg),VN_100 - VN-ANGVX (rad/s),VN_100 - VN-ANGVY (rad/s),VN_100 - VN-ANGVZ (rad/s),VN_100 - VN-MAGX (uT),VN_100 - VN-MAGY (uT),VN_100 - VN-MAGZ (uT),VN_100 - VN-P (Pa),VN_100 - VN-T (C),VN_100 - VN-DT (s),VN_100 - VN-DV-X (m/s/s),VN_100 - VN-DV-Y (m/s/s),VN_100 - VN-DV-Z (m/s/s),VN_100 - VN-DTH-X (deg/s),VN_100 - VN-DTH-Y (deg/s),VN_100 - VN-DTH-Z (deg/s)
1350.379,335.862,226.18,116.879,0.456,0.332,-1.681,-0.24,-0.158,-1.016,989.273,25.157,201.45,116.567,989.68,25.4,197.995,114.964,-0.208,1.156,-8.72,0.183,0.017,2.459,-529,-3602,-4189,0.939,-0.339,-0.024,0.045,38.4013218,-78.0612108,198.37,336.129,225.875,104.468,14,0.405,0.908,-8.419,33.951,18.143,-4.721,0.032,0.098,2.63,-16.367,-5.962,60.037,99016.008,28.44,0.1,0.008,0.086,-0.878,0.077,0.519,14.805
1350.479,336.249,226.096,115.986,0.602,0.25,-2.099,0.165,0.064,-0.887,989.339,25.148,200.884,116.002,989.71,25.4,197.74,114.709,0.259,0.345,-8.914,0.226,0.098,2.697,-167,-3934,-4180,0.886,-0.462,-0.003,0.031,38.4013249,-78.0612126,197.596,336.473,225.718,103.694,14,0.977,0.186,-8.732,49.887,19.211,0.815,0.1,0.087,2.647,-20.98,-0.105,59.727,99016.008,28.44,0.1,0.059,0.084,-0.846,0.443,0.589,14.914
1350.579,336.652,225.949,115.218,0.694,0.047,-2.163,0.129,-0.109,-0.679,989.372,25.156,200.608,115.725,989.67,25.41,198.079,115.049,0.56,0,-9.115,0.33,-0.049,2.546,319,-4141,-4154,0.821,-0.57,0.016,0.017,38.4013269,-78.061214,197.138,336.695,225.596,103.236,14,1.235,-0.171,-8.754,65.914,18.597,6.712,0.133,0.05,2.637,-23.606,6.844,60.228,99040,28.45,0.1,0.112,0.008,-0.893,0.712,0.429,14.956
1350.679,337.039,225.746,114.539,0.801,-0.057,-2.076,0.27,0.031,-0.681,989.43,25.14,200.117,115.234,989.79,25.39,197.062,114.031,0.431,-0.725,-9.094,0.168,0.047,2.623,758,-4242,-4167,0.74,-0.672,0.034,-0.002,38.4013286,-78.0612152,196.69,336.884,225.491,102.788,14,1.078,-1.105,-8.399,81.267,16.278,12.122,0.126,0.006,2.532,-24.144,13.953,59.859,99040,28.45,0.1,0.126,-0.046,-0.85,0.819,0.162,14.61
1350.779,337.399,225.456,113.751,0.892,-0.378,-1.944,0.346,-0.321,-0.515,989.531,25.145,199.256,114.373,989.71,25.39,197.74,114.709,0.69,-1.508,-9.158,0.226,-0.164,2.348,1210,-4172,-4112,0.656,-0.752,0.061,-0.023,38.4013303,-78.0612171,196.325,337.073,225.325,102.423,14,1.099,-1.589,-8.648,95.473,12.668,16.222,0.051,-0.045,2.431,-22.724,20.714,60.12,99051,28.44,0.1,0.123,-0.11,-0.859,0.57,-0.072,14
1350.879,337.722,225.056,113.161,0.759,-0.63,-1.756,0.103,-0.313,-0.533,989.585,25.139,198.802,113.919,989.79,25.39,197.062,114.031,0.539,-1.595,-9.129,-0.002,-0.113,2.454,1585,-4030,-4168,0.56,-0.825,0.071,-0.029,38.4013326,-78.0612197,195.848,337.328,225.098,101.946,14,0.968,-1.755,-9.031,108.828,8.193,18.648,-0.052,-0.058,2.429,-19.257,25.888,60.332,99067,28.45,0.1,0.126,-0.159,-0.881,0.035,-0.28,13.661
1350.979,338.003,224.746,112.349,0.656,-0.284,-1.736,0.11,0.282,-0.521,989.697,25.132,197.853,112.97,989.79,25.38,197.062,114.031,-0.819,-1.307,-9.165,0.064,-0.196,2.382,1918,-3751,-4102,0.458,-0.886,0.053,-0.059,38.4013353,-78.0612223,195.323,337.628,224.871,101.421,14,-0.371,-1.738,-9.145,122.138,3.204,19.37,-0.139,-0.046,2.52,-14.886,30.119,60.639,99051,28.44,0.1,0.065,-0.166,-0.906,-0.56,-0.343,13.943
1351.079,338.192,224.585,112.05,0.378,-0.14,-1.051,-0.094,0.104,0.012,989.711,25.127,197.729,112.846,989.96,25.38,195.62,112.589,-0.941,-0.862,-9.74,-0.119,-0.049,2.702,2120,-3408,-4096,0.335,-0.939,0.032,-0.063,38.4013375,-78.0612249,194.779,337.872,224.644,100.877,14,-0.4,-1.177,-8.934,135.95,-1.708,18.675,-0.147,0.002,2.563,-9.612,33.301,60.785,99074.008,28.44,0.1,-0.016,-0.144,-0.891,-0.823,-0.083,14.447
1351.179,338.172,224.468,112.039,0.316,-0.176,-1.028,-0.179,-0.021,-0.282,989.796,25.128,197.008,112.126,990.04,25.38,194.942,111.911,-0.848,-0.582,-9.474,-0.023,-0.07,2.401,2289,-2966,-4176,0.221,-0.973,0.021,-0.06,38.4013397,-78.0612276,194.206,338.116,224.408,100.304,14,-0.299,-0.639,-9.236,149.602,-6.017,17.024,-0.093,0.026,2.424,-3.914,34.727,61.5,99086.008,28.44,0.1,-0.02,-0.089,-0.916,-0.668,0.123,14.064
1351.279,338.293,224.293,111.606,0.37,-0.19,-1.046,0.163,0.109,0.133,989.876,25.12,196.336,111.453,990.16,25.39,193.925,110.894,-1.595,-0.294,-9.812,0.017,-0.051,2.18,2285,-2622,-4100,0.114,-0.991,0.01,-0.073,38.4013416,-78.0612308,193.691,338.327,224.128,99.789,14,-0.959,-0.457,-9.254,162.712,-9.605,14.86,-0.027,0.034,2.298,1.651,35.33,61.424,99074.008,28.44,0.1,-0.06,-0.07,-0.93,-0.318,0.16,13.253
1351.379,338.467,224.051,111.041,0.396,-0.278,-1.077,0.037,-0.069,0.113,989.949,25.116,195.716,110.833,990.21,25.39,193.5,110.47,-1.451,-0.316,-9.812,0.141,0.098,2.32,2287,-2241,-4103,-0.001,-0.997,0.013,-0.071,38.4013433,-78.0612346,193.056,338.516,223.796,99.154,14,-0.837,-0.826,-9.502,175.71,-12.446,12.427,0.047,0.05,2.303,6.96,34.808,61.304,99086.008,28.44,0.1,-0.098,-0.054,-0.937,0.117,0.284,12.856
1351.479,338.687,223.714,110.363,0.507,-0.445,-1.288,0.228,-0.176,-0.3,990.021,25.115,195.105,110.222,990.46,25.38,191.381,108.351,-1.882,-0.244,-9.323,0.107,0.023,2.393,2280,-1891,-4078,-0.119,-0.989,0.017,-0.084,38.4013449,-78.0612387,192.371,338.693,223.438,98.469,14,-1.273,-0.717,-9.425,-170.342,-14.852,9.394,0.048,0.025,2.516,12.131,33.259,61.272,99109,28.44,0.1,-0.079,-0.114,-0.947,0.317,0.233,13.57
1351.579,338.951,223.251,109.129,0.585,-0.723,-1.366,0.189,-0.35,0.433,990.209,25.118,193.506,108.623,990.58,25.38,190.364,107.334,-2.378,-0.151,-9.97,0.1,0.019,2.91,2072,-1500,-4081,-0.26,-0.96,0.023,-0.098,38.4013465,-78.061243,191.765,338.871,223.063,97.863,14,-1.669,-0.298,-9.847,-154.728,-16.667,5.327,0.022,0.021,2.727,17.496,29.958,61.175,99121,28.44,0.1,-0.133,-0.102,-0.967,0.236,0.153,14.939
1351.679,339.222,222.695,108.193,0.665,-0.9,-1.297,0.26,-0.255,0.135,990.263,25.099,193.047,108.164,990.81,25.38,188.416,105.385,-2.579,0.388,-9.603,0.183,0.062,2.621,1831,-1135,-3963,-0.382,-0.917,0.025,-0.111,38.4013479,-78.0612473,191.141,339.026,222.687,97.239,14,-1.942,0.327,-9.387,-138.446,-17.341,0.663,0.027,0.029,2.662,21.906,25.339,61.15,99132,28.45,0.1,-0.188,-0.013,-0.959,0.166,0.162,15.362
1351.779,339.537,222.14,107.36,0.903,-0.946,-0.763,0.532,-0.186,0.714,990.361,25.101,192.218,107.335,990.81,25.37,188.416,105.385,-3.132,1.465,-9.955,0.215,-0.092,2.433,1504,-894,-3981,-0.49,-0.86,0.018,-0.14,38.4013496,-78.0612515,190.477,339.215,222.32,96.575,14,-2.404,1.311,-9.72,-123.183,-16.728,-3.6,0.076,0.051,2.457,24.682,20.034,60.838,99132,28.44,0.1,-0.232,0.073,-0.951,0.275,0.257,14.373
1351.879,339.955,221.632,106.909,1.098,-0.857,-0.088,0.512,-0.078,0.822,990.418,25.089,191.736,106.853,990.89,25.38,187.738,104.707,-2.794,2.413,-9.984,0.226,0.051,2.382,1131,-754,-3922,-0.59,-0.793,-0.001,-0.155,38.4013522,-78.0612562,189.623,339.504,221.91,95.721,14,-2.223,2.294,-9.783,-109.071,-15.064,-6.746,0.192,0.082,2.336,25.962,15.174,61.549,99144.008,28.44,0.1,-0.256,0.157,-0.981,0.779,0.449,13.444
1351.979,340.377,221.183,106.62,1.053,-0.652,0.099,0.284,0.058,0.369,990.47,25.083,191.299,106.416,990.97,25.38,187.06,104.029,-1.954,2.557,-9.661,0.443,-0.051,2.44,825,-673,-3949,-0.685,-0.713,-0.013,-0.15,38.4013549,-78.0612615,189.041,339.803,221.447,95.139,14,-1.375,2.229,-9.66,-95.279,-12.861,-8.472,0.352,0.038,2.417,25.984,10.852,61.26,99144.008,28.44,0.1,-0.204,0.242,-0.976,1.655,0.42,13.349
1352.079,340.645,220.818,106.089,0.743,-0.436,-0.024,0.024,0.102,0.182,990.553,25.088,190.595,105.712,991.12,25.36,185.789,102.759,-1.243,2.198,-9.668,0.526,-0.087,2.721,552,-665,-3996,-0.779,-0.613,-0.015,-0.129,38.401357,-78.0612665,188.418,340.036,221.01,94.516,14,-0.655,1.792,-9.671,-80.543,-10.629,-9.197,0.425,-0.049,2.684,25.078,6.448,61.47,99144.008,28.44,0.1,-0.139,0.192,-0.962,2.316,-0.007,14.405
1352.179,340.501,220.664,105.144,0.554,-0.49,-0.415,-0.519,-0.155,-0.059,990.673,25.083,189.575,104.692,991.27,25.36,184.518,101.488,-1.659,1.279,-9.539,0.467,-0.166,2.887,291,-740,-4070,-0.861,-0.498,0.014,-0.106,38.4013596,-78.061271,187.581,340.325,220.617,93.679,14,-1.08,0.85,-9.534,-64.244,-8.528,-9.516,0.388,-0.131,2.947,23.589,1.85,61.796,99155.008,28.44,0.1,-0.107,0.128,-0.955,2.423,-0.537,16.003
1352.279,340.654,220.399,104.654,0.522,-0.416,-0.483,-0.118,0.439,0.259,990.724,25.074,189.148,104.266,991.24,25.35,184.773,101.742,-0.611,0.905,-10.02,0.347,-0.213,2.797,-37,-899,-4006,-0.925,-0.373,0.014,-0.075,38.4013626,-78.0612756,186.768,340.658,220.215,92.866,14,-0.075,0.679,-9.889,-47.253,-6.546,-9.871,0.262,-0.174,2.895,20.718,-2.514,61.491,99167.008,28.44,0.1,-0.054,0.089,-0.99,1.895,-0.877,16.717
1352.379,340.882,220.077,104.022,0.618,-0.358,-0.556,0.241,0.34,0.331,990.818,25.077,188.346,103.463,991.28,25.36,184.434,101.403,-0.079,0.934,-10.106,0.23,-0.322,2.503,-354,-1102,-4098,-0.966,-0.253,0.008,-0.059,38.4013648,-78.0612805,186.075,340.902,219.787,92.173,14,0.559,0.7,-9.969,-31.284,-4.873,-10.396,0.111,-0.22,2.679,16.933,-6.344,61.455,99167.008,28.44,0.1,0.046,0.077,-0.981,1.083,-1.142,15.702
1352.479,341.181,219.678,103.432,0.745,-0.559,-0.456,0.294,-0.23,0.642,990.873,25.072,187.879,102.996,991.49,25.36,182.656,99.625,0.014,1.688,-10.322,0.156,-0.251,2.58,-567,-1381,-4041,-0.99,-0.126,0.002,-0.068,38.4013669,-78.0612852,185.333,341.135,219.376,91.431,14,0.729,1.264,-10.418,-16.373,-3.372,-11.184,0.001,-0.235,2.555,12.473,-9.338,61.193,99190,28.455,0.1,0.059,0.113,-1.031,0.307,-1.298,14.662
1352.579,341.543,219.203,102.744,0.825,-0.722,-0.27,0.235,-0.173,0.905,990.964,25.075,187.108,102.225,991.47,25.36,182.825,99.794,0.309,1.817,-10.559,0.002,-0.283,2.482,-744,-1641,-4027,-0.997,-0.001,-0.004,-0.077,38.4013693,-78.061289,184.564,341.402,219.044,90.662,14,0.973,1.392,-10.116,-1.714,-1.777,-12.014,-0.053,-0.243,2.584,8.035,-11.303,60.97,99190,28.44,0.1,0.091,0.141,-1.016,-0.145,-1.368,14.45
1352.679,341.881,218.654,102.091,0.588,-1.067,-0.153,-0.22,-0.562,0.715,991.035,25.078,186.508,101.626,991.5,25.35,182.571,99.54,0.057,2.636,-10.207,0.121,-0.303,2.746,-841,-1967,-4075,-0.986,0.135,0.008,-0.098,38.401372,-78.0612926,183.788,341.701,218.73,89.886,14,0.789,2.111,-10.127,13.504,0.147,-12.513,-0.032,-0.231,2.753,2.344,-12.419,60.773,99213.008,28.44,0.1,0.078,0.198,-1.014,-0.251,-1.337,15.07
1352.779,342.234,218.176,101.132,0.813,-0.764,0.041,0.438,0.208,1.054,991.18,25.07,185.283,100.4,991.72,25.35,180.708,97.677,0.862,1.2,-10.774,0.079,-0.32,2.996,-891,-2344,-4144,-0.956,0.282,-0.006,-0.079,38.4013749,-78.061296,182.86,342.023,218.433,88.958,14,1.579,0.964,-10.453,29.784,2.394,-12.227,-0.012,-0.233,2.938,-3.772,-11.777,60.893,99225.008,28.44,0.1,0.127,0.152,-1.029,-0.052,-1.279,16.172
1352.879,342.761,217.963,100.448,1.305,-0.122,0.183,0.813,0.619,0.726,991.242,25.066,184.757,99.875,991.67,25.35,181.131,98.101,0.905,-0.589,-10.53,-0.068,-0.228,2.785,-864,-2763,-4119,-0.909,0.415,-0.028,-0.035,38.401378,-78.0612994,181.904,342.367,218.136,88.002,14,1.701,-0.724,-9.942,46.628,4.492,-11.375,-0.061,-0.249,2.89,-9.039,-9.3,61.213,99225.008,28.435,0.1,0.191,0.035,-1.007,-0.147,-1.372,16.662
1352.979,343.271,217.826,99.597,1.265,0.008,0.438,0.35,0.176,0.957,991.369,25.085,183.68,98.798,991.76,25.34,180.369,97.338,0.603,-0.639,-10.738,0.089,-0.294,2.702,-652,-3174,-4144,-0.845,0.534,-0.03,-0.005,38.40138,-78.0613038,181.121,342.59,217.751,87.219,14,1.432,-0.689,-10.319,62.616,6.148,-10.461,-0.138,-0.237,2.673,-13.941,-6.009,61.057,99237.008,28.44,0.1,0.174,-0.029,-0.993,-0.556,-1.365,15.71
1353.079,343.639,217.605,99.088,1.282,0.166,1.094,0.463,0.286,1.299,991.439,25.077,183.088,98.205,991.74,25.33,180.539,97.508,0.057,-1.085,-11.069,-0.047,-0.2,2.442,-446,-3481,-4212,-0.774,0.632,-0.025,0.013,38.4013816,-78.0613086,180.462,342.767,217.332,86.56,14,0.673,-1.191,-10.394,77.484,7.578,-9.754,-0.241,-0.167,2.505,-17.331,-2.337,61.304,99237.008,28.44,0.1,0.123,-0.12,-1.05,-1.058,-1.15,14.552
1353.179,343.336,217.188,97.969,1.055,0.012,0.724,-0.207,0.033,0.941,991.542,25.077,182.213,97.33,991.67,25.33,181.131,98.101,-0.043,0.029,-10.753,-0.185,-0.109,2.501,-211,-3736,-4162,-0.69,0.724,-0.005,0.006,38.4013836,-78.0613136,179.831,342.989,216.895,85.929,14,0.644,-0.45,-10.449,91.736,9.231,-9.249,-0.291,-0.075,2.468,-19.682,1.209,61.046,99248,28.435,0.1,0.084,-0.087,-1.043,-1.56,-0.662,13.956
1353.279,343.445,216.87,97.56,0.992,-0.074,0.591,-0.003,0.084,0.342,991.59,25.07,181.812,96.929,991.71,25.33,180.792,97.762,-0.23,0.05,-10.149,-0.149,-0.03,2.574,100,-3941,-4166,-0.592,0.806,0.005,0.005,38.4013856,-78.0613186,179.256,343.211,216.459,85.354,14,0.327,0.026,-9.717,106.144,11.27,-8.32,-0.266,0.021,2.533,-21.775,5.984,60.834,99260,28.44,0.1,0.04,-0.047,-1.01,-1.611,-0.112,14.109
1353.379,343.635,216.518,96.892,0.941,-0.142,0.621,0.052,0.152,1.158,991.73,25.07,180.622,95.739,991.73,25.32,180.623,97.593,-0.366,0.215,-10.961,-0.085,0.034,2.616,364,-4093,-4203,-0.483,0.876,0.012,0.004,38.4013868,-78.0613238,178.759,343.344,216.004,84.857,14,0.274,0.042,-10.652,121.082,13.48,-6.34,-0.164,0.084,2.609,-22.815,11.252,60.52,99260,28.435,0.1,0.017,-0.005,-1.009,-1.196,0.364,14.539
1353.479,343.861,216.058,96.666,0.895,-0.412,0.847,0.133,-0.217,1.193,991.706,25.068,180.825,95.943,991.85,25.32,179.607,96.577,0.029,-0.187,-11.004,-0.009,0.098,2.761,726,-4155,-4157,-0.358,0.934,0.003,0,38.4013882,-78.0613295,178.318,343.5,215.506,84.416,14,0.735,-0.41,-10.814,136.642,15.182,-3.07,-0.061,0.065,2.67,-22.45,17.416,60.501,99271,28.44,0.1,0.055,-0.015,-1.071,-0.561,0.49,14.948
1353.579,344.161,215.417,96.048,0.967,-1.049,1.111,0.371,-0.874,1.9,991.846,25.061,179.644,94.761,991.93,25.33,178.93,95.899,-0.065,-0.97,-11.708,0.083,-0.096,2.714,1119,-4135,-4152,-0.229,0.973,0,0.005,38.4013909,-78.0613343,177.652,343.799,215.087,83.75,14,0.586,-1.223,-11.108,152.486,15.564,0.972,-0.028,-0.025,2.635,-20.358,23.133,60.473,99271,28.435,0.1,0.09,-0.067,-1.094,-0.146,0.137,15.057
1353.679,344.54,214.664,95.512,0.985,-1.381,0.819,0.288,-0.555,0.84,991.886,25.057,179.304,94.421,992.11,25.32,177.406,94.376,-0.632,-1.149,-10.588,-0.015,-0.164,2.714,1802,-3754,-4134,-0.097,0.995,-0.024,0.024,38.4013943,-78.0613381,176.945,344.177,214.755,83.043,14,-0.054,-1.519,-10.449,167.846,14.456,4.663,-0.088,-0.084,2.561,-16.428,28.402,60.943,99295.008,28.44,0.1,0.042,-0.138,-1.079,-0.275,-0.332,14.646
1353.779,344.983,214.029,94.448,1.111,-1.301,0.363,0.449,-0.212,0.754,992.027,25.047,178.113,93.23,992.22,25.31,176.476,93.445,-1.595,-0.733,-10.43,-0.03,-0.1,2.58,2068,-3393,-4122,0.031,0.998,-0.028,0.053,38.4013979,-78.0613413,176.187,344.576,214.476,82.285,14,-0.894,-1.211,-10.326,-177.403,12.403,7.323,-0.175,-0.075,2.506,-11.378,31.897,61.227,99283.008,28.44,0.1,-0.016,-0.164,-1.032,-0.748,-0.488,14.26
1353.879,345.471,213.689,93.823,1.204,-0.795,0.343,0.439,0.21,0.651,992.037,25.046,178.021,93.138,992.59,25.3,173.344,90.314,-1.961,0.424,-10.279,-0.013,-0.036,2.442,2178,-3024,-4120,0.153,0.985,-0.008,0.077,38.4014013,-78.0613438,175.377,344.954,214.257,81.475,14,-1.429,0.23,-9.979,-163.034,10.174,9.1,-0.159,0.02,2.466,-5.795,33.428,61.945,99318.008,28.435,0.1,-0.134,-0.054,-1.023,-1.001,-0.133,14.042
1353.979,345.972,213.658,92.618,1.332,-0.084,0.367,0.518,0.517,0.96,992.226,25.037,176.427,91.544,992.66,25.31,172.752,89.722,-1.846,1.817,-10.48,0.055,0.079,2.365,2263,-2680,-4180,0.269,0.958,0.029,0.089,38.4014044,-78.0613465,174.646,345.298,214.021,80.744,14,-1.401,1.604,-10.389,-149.027,8.15,10.75,-0.024,0.106,2.404,-0.457,34.244,62.256,99314,28.435,0.1,-0.159,0.069,-1.025,-0.532,0.445,13.745
1354.079,346.492,213.703,91.882,1.233,0.104,0.396,0.292,0.159,0.621,992.275,25.023,176.006,91.123,992.67,25.32,172.668,89.637,-1.458,1.745,-10.185,0.307,0.081,2.42,2256,-2320,-4143,0.384,0.918,0.038,0.087,38.4014084,-78.0613498,173.96,345.742,213.733,80.058,14,-0.843,1.533,-10.131,-135.575,6.026,12.852,0.164,0.107,2.311,4.521,34.447,61.909,99318.008,28.44,0.1,-0.126,0.152,-1.021,0.493,0.697,13.276
1354.179,346.422,213.568,90.834,1.143,-0.015,0.125,0.079,-0.37,1.054,992.374,25.02,175.171,90.289,992.81,25.3,171.483,88.453,-1.695,1.106,-10.681,0.377,0.072,2.156,2229,-1942,-4070,0.48,0.873,0.02,0.082,38.4014128,-78.0613528,173.299,346.23,213.471,79.397,14,-1.105,0.903,-10.648,-122.817,3.319,15.266,0.295,0.057,2.237,9.264,34.45,61.553,99337.008,28.435,0.1,-0.113,0.132,-1.03,1.421,0.503,12.768
1354.279,346.704,213.391,90.423,1.039,-0.227,0.106,-0.345,-0.578,0.543,992.414,25.022,174.833,89.95,992.95,25.3,170.299,87.268,-1.975,-0.014,-10.185,0.428,-0.089,2.303,2210,-1602,-4022,0.576,0.813,-0.023,0.075,38.4014168,-78.0613559,172.796,346.674,213.2,78.894,14,-1.361,-0.252,-10.046,-110.52,-0.1,17.422,0.312,0.015,2.225,14.331,33.314,60.523,99337.008,28.43,0.1,-0.126,0.031,-1.055,1.851,0.221,12.538
1354.379,347.089,213.142,89.859,0.937,-0.404,-0.256,-0.28,-0.331,-0.313,992.506,25.014,174.056,89.173,993.05,25.3,169.453,86.423,-2.018,-0.244,-9.287,0.42,-0.115,2.244,2132,-1262,-3948,0.663,0.743,-0.058,0.071,38.4014207,-78.061359,172.33,347.107,212.929,78.428,14,-1.436,-0.594,-9.289,-98.276,-4.089,18.532,0.226,-0.013,2.267,19.147,31.36,59.841,99349.008,28.43,0.1,-0.136,-0.058,-0.951,1.594,0.027,12.653
1354.479,347.525,212.833,89.272,0.902,-0.502,-0.469,-0.068,-0.104,0.072,992.555,24.999,173.636,88.754,993.09,25.29,169.115,86.084,-2.148,0.043,-9.647,0.362,-0.164,2.305,1866,-944,-3844,0.744,0.66,-0.074,0.073,38.4014244,-78.0613619,171.884,347.518,212.676,77.982,14,-1.677,-0.203,-9.551,-85.721,-8.271,18.237,0.151,0.01,2.317,23.467,27.873,59.225,99349.008,28.435,0.1,-0.155,-0.047,-0.942,1.1,0.013,12.946
1354.579,347.945,212.478,88.409,0.785,-0.496,-0.782,-0.13,0.078,0.07,992.661,24.983,172.748,87.865,993.19,25.29,168.269,85.239,-1.896,0.136,-9.697,0.104,0.026,2.184,1592,-675,-3777,0.811,0.576,-0.071,0.069,38.4014273,-78.0613653,171.458,347.84,212.379,77.556,14,-1.436,0.061,-9.418,-72.779,-12.121,16.681,0.117,0.043,2.316,26.597,22.974,59.816,99360.008,28.43,0.1,-0.16,-0.004,-0.953,0.786,0.192,13.085
1354.679,348.334,212.159,87.683,0.758,-0.427,-1.04,0.084,0.107,-0.264,992.694,24.984,172.467,87.584,993.2,25.29,168.185,85.154,-1.501,0.46,-9.417,0.281,0.011,2.316,1241,-529,-3773,0.874,0.478,-0.064,0.062,38.4014302,-78.0613679,171.005,348.162,212.152,77.103,14,-0.966,0.413,-9.146,-59.546,-15.336,14.143,0.106,0.064,2.299,28.342,18.101,59.135,99360.008,28.435,0.1,-0.127,0.016,-0.928,0.658,0.354,13.024
1354.779,348.775,211.923,86.911,0.796,-0.411,-0.748,0.175,-0.049,0.441,992.78,24.992,171.734,86.851,993.25,25.29,167.762,84.731,-1.451,1.006,-10.099,0.183,-0.017,2.35,868,-436,-3811,0.924,0.372,-0.055,0.067,38.4014341,-78.0613694,170.5,348.595,212.021,76.598,14,-0.849,0.775,-9.715,-46.167,-17.816,10.983,0.136,0.062,2.25,28.785,11.92,59.285,99383,28.435,0.1,-0.105,0.067,-0.941,0.716,0.399,12.83
1354.879,349.315,211.783,86.306,0.923,-0.317,-1.2,0.28,-0.007,-0.695,992.823,24.989,171.372,86.489,993.33,25.29,167.085,84.055,-0.704,1.128,-9.022,0.222,0.04,2.077,568,-432,-3918,0.959,0.273,-0.035,0.066,38.4014387,-78.0613701,169.814,349.105,211.96,75.912,12,-0.21,0.954,-9.081,-32.893,-19.571,7.594,0.172,0.03,2.179,28.332,7.097,59.988,99372,28.43,0.1,-0.064,0.085,-0.929,0.922,0.322,12.466
1354.979,349.843,211.749,85.275,0.787,-0.247,-1.677,0.023,-0.055,-0.715,992.936,24.99,170.42,85.537,993.43,25.29,166.24,83.209,-0.819,0.963,-9.007,0.356,-0.098,2.188,188,-501,-3894,0.984,0.166,-0.036,0.057,38.4014428,-78.06137,169.143,349.561,211.968,75.241,14,-0.309,0.587,-8.983,-19.855,-20.81,4.184,0.203,-0.022,2.118,26.842,2.395,59.678,99395.008,28.43,0.1,-0.034,0.089,-0.899,1.143,0.041,12.074
1355.079,350.211,211.803,84.416,0.552,-0.062,-2.222,-0.061,0.074,-1.149,992.971,24.99,170.121,85.238,993.45,25.29,166.071,83.04,-0.754,0.639,-8.605,0.268,-0.06,2.045,-86,-635,-3862,0.996,0.064,-0.038,0.044,38.4014459,-78.0613697,168.499,349.905,211.995,74.597,14,-0.274,0.504,-8.428,-7.02,-21.569,0.695,0.201,-0.065,2.067,24.323,-1.771,59.255,99406.008,28.43,0.1,-0.034,0.064,-0.865,1.198,-0.232,11.765
1355.179,350.288,211.954,84.237,0.588,0.068,-2.218,0.254,0.414,-0.488,993.076,24.981,169.229,84.346,993.58,25.29,164.971,81.941,-0.273,-0.072,-9.331,0.147,-0.128,2.077,-337,-830,-3967,0.999,-0.039,-0.027,0.018,38.4014492,-78.061369,167.841,350.271,212.056,73.939,14,0.193,-0.216,-9.104,5.52,-21.863,-2.951,0.136,-0.119,1.989,21.585,-5.209,60.251,99406.008,28.43,0.1,0.002,0.012,-0.878,1.033,-0.508,11.416
1355.279,350.563,212.057,83.787,0.616,0.159,-2.259,-0.033,0.233,-0.387,993.121,24.983,168.855,83.972,993.63,25.28,164.549,81.518,-0.848,-0.057,-9.388,0.107,-0.247,1.892,-534,-1012,-3943,0.99,-0.133,-0.041,0.003,38.4014531,-78.0613679,167.154,350.704,212.152,73.252,14,-0.346,-0.295,-9.12,17.575,-21.701,-6.934,0.038,-0.148,1.914,18.744,-8.236,59.87,99418.008,28.43,0.1,0,-0.012,-0.927,0.525,-0.786,10.942
1355.379,350.931,212.148,83.037,0.67,0.168,-2.435,0.01,-0.005,-0.633,993.21,24.993,168.099,83.216,993.71,25.28,163.872,80.842,-0.747,0.23,-9.144,0.066,-0.077,1.802,-733,-1244,-3895,0.974,-0.222,-0.043,0.003,38.401457,-78.0613674,166.567,351.137,212.196,72.665,14,-0.347,0.074,-9.16,29.142,-20.767,-11.279,-0.078,-0.125,1.851,15.214,-11.044,59.367,99418.008,28.43,0.1,-0.023,-0.033,-0.906,-0.125,-0.765,10.569
