State - Time (s),State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),DPS310 - Pres (hPa),DPS310 - Temp (C),DPS310 - Alt ASL (ft),DPS310 - Alt AGL (ft),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (ft),MS5611 - Alt AGL (ft),BMI088andLIS3MDL - AccX,BMI088andLIS3MDL - AccY,BMI088andLIS3MDL - AccZ,BMI088andLIS3MDL - GyroX,BMI088andLIS3MDL - GyroY,BMI088andLIS3MDL - GyroZ,BMI088andLIS3MDL - MagX,BMI088andLIS3MDL - MagY,BMI088andLIS3MDL - MagZ,BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,VN_100 - VN-AX (m/s/s),VN_100 - VN-AY (m/s/s),VN_100 - VN-AZ (m/s/s),VN_100 - VN-ULRX (deg),VN_100 - VN-ULRY (deg),VN_100 - VN-ULRZ (deg),VN_100 - VN-ANGVX (rad/s),VN_100 - VN-ANGVY (rad/s),VN_100 - VN-ANGVZ (rad/s),VN_100 - VN-MAGX (uT),VN_100 - VN-MAGY (uT),VN_100 - VN-MAGZ (uT),VN_100 - VN-P (Pa),VN_100 - VN-T (C),VN_100 - VN-DT (s),VN_100 - VN-DV-X (m/s/s),VN_100 - VN-DV-Y (m/s/s),VN_100 - VN-DV-Z (m/s/s),VN_100 - VN-DTH-X (deg/s),VN_100 - VN-DTH-Y (deg/s),VN_100 - VN-DTH-Z (deg/s)
1221.979,-0.04,0.019,0.046,-0.145,-0.012,-0.011,-0.079,-0.014,-0.04,1003.086,25.41,84.921,0.008,1003.39,25.66,82.368,-0.638,-0.733,0.23,-9.74,0.124,0.028,-0.051,-2720,-2457,-3804,-0.839,0.542,0.035,0.013,38.3982968,-78.0637896,94.244,0.049,0.025,0.299,11,-0.528,0.086,-9.6,69.573,-3.07,-0.574,0,0.001,0,12.518,-29.636,56.538,100406.008,28.57,0.1,-0.052,0.011,-0.96,0.036,0.031,-0.208
1222.079,-0.067,0.017,0.02,-0.147,0.023,0.041,-0.059,0.036,0.07,1003.087,25.416,84.907,-0.007,1003.39,25.66,82.368,-0.696,-0.769,0.237,-9.848,-0.013,0.07,-0.092,-2746,-2439,-3775,-0.842,0.538,0.036,0.011,38.3982968,-78.0637897,94.261,0.046,0.01,0.311,10,-0.507,0.083,-9.61,69.573,-3.069,-0.571,-0.001,-0.001,0.001,12.63,-29.845,56.15,100394.008,28.57,0.1,-0.051,0.01,-0.961,0.038,0.031,-0.208
1222.179,-0.012,0.011,0.01,-0.118,0.023,0.04,-0.004,0.018,0.033,1003.086,25.41,84.922,0.002,1003.41,25.66,82.201,-0.805,-0.747,0.223,-9.812,-0.028,-0.004,0.072,-2732,-2441,-3807,-0.84,0.541,0.037,0.01,38.3982968,-78.0637897,94.208,0.042,0.003,0.245,9,-0.531,0.093,-9.611,69.572,-3.073,-0.572,-0.001,0,0,12.625,-30.05,56.269,100394.008,28.58,0.1,-0.053,0.01,-0.961,0.035,0.03,-0.21
1222.279,-0.008,0.013,0.006,-0.113,0.027,0.066,-0.028,0.021,0.12,1003.087,25.414,84.909,-0.015,1003.29,25.67,83.207,0.134,-0.848,0.251,-9.891,0,-0.049,-0.121,-2754,-2436,-3751,-0.843,0.536,0.041,0.012,38.3982968,-78.0637896,94.22,0.04,0.007,0.243,9,-0.518,0.092,-9.605,69.572,-3.072,-0.572,0,0,-0.001,12.743,-29.949,56.273,100410,28.59,0.1,-0.051,0.01,-0.96,0.035,0.03,-0.21
1222.379,-0.013,0.012,0.025,-0.113,0,0.055,-0.039,-0.064,-0.025,1003.083,25.4,84.947,0.02,1003.3,25.65,83.123,0.017,-0.725,0.294,-9.754,0.06,0,-0.062,-2730,-2434,-3766,-0.845,0.534,0.039,0.011,38.3982969,-78.0637896,94.181,0.049,0.003,0.187,10,-0.528,0.083,-9.589,69.571,-3.071,-0.574,0,0.001,0,12.861,-29.849,56.405,100394.008,28.58,0.1,-0.052,0.01,-0.96,0.035,0.032,-0.207
1222.479,-0.023,0.008,0.024,-0.101,0.027,0.033,-0.019,0.067,-0.019,1003.085,25.405,84.926,-0.004,1003.27,25.65,83.374,0.268,-0.819,0.223,-9.754,-0.013,0.087,0.019,-2772,-2433,-3790,-0.844,0.535,0.039,0.01,38.3982969,-78.0637897,94.239,0.047,-0.011,0.231,10,-0.514,0.081,-9.634,69.572,-3.071,-0.573,0,-0.001,0,12.862,-29.85,56.025,100383,28.58,0.1,-0.052,0.01,-0.961,0.035,0.03,-0.21
1222.579,-0.03,0.006,0.015,-0.092,0.013,0.02,-0.035,-0.009,0.008,1003.086,25.411,84.92,-0.011,1003.25,25.65,83.542,0.394,-0.769,0.316,-9.783,-0.013,-0.002,-0.038,-2720,-2439,-3777,-0.845,0.533,0.04,0.009,38.3982969,-78.0637897,94.301,0.043,-0.015,0.283,10,-0.51,0.108,-9.596,69.572,-3.071,-0.575,-0.001,0,0,12.63,-29.845,56.024,100394.008,28.58,0.1,-0.052,0.01,-0.961,0.035,0.031,-0.209
1222.679,-0.02,-0.008,-0.003,-0.039,-0.01,-0.025,0.027,-0.022,-0.049,1003.086,25.421,84.916,-0.018,1003.32,25.65,82.955,-0.193,-0.79,0.251,-9.726,-0.009,-0.096,-0.075,-2698,-2443,-3750,-0.847,0.53,0.043,0.011,38.398297,-78.0637898,94.35,0.051,-0.026,0.319,10,-0.516,0.063,-9.585,69.572,-3.071,-0.575,0,0.001,0.001,12.628,-29.948,56.147,100394.008,28.58,0.1,-0.052,0.01,-0.96,0.037,0.031,-0.207
1222.779,0.014,-0.035,-0.006,0.021,-0.054,0.026,0.046,-0.055,0.068,1003.085,25.404,84.928,-0.009,1003.3,25.66,83.123,-0.008,-0.747,0.201,-9.848,0.036,-0.055,0.036,-2705,-2449,-3685,-0.846,0.531,0.041,0.013,38.3982971,-78.0637899,94.421,0.059,-0.038,0.373,10,-0.52,0.105,-9.596,69.571,-3.07,-0.574,0,0,0,12.75,-29.641,56.159,100394.008,28.58,0.1,-0.052,0.01,-0.961,0.035,0.032,-0.209
1222.879,0.059,-0.073,0.002,0.062,-0.068,0.045,0.041,-0.026,0.039,1003.086,25.416,84.921,-0.016,1003.33,25.67,82.871,-0.201,-0.733,0.223,-9.819,-0.049,-0.004,0.104,-2739,-2439,-3722,-0.843,0.536,0.04,0.01,38.3982972,-78.0637901,94.536,0.068,-0.057,0.468,10,-0.51,0.112,-9.615,69.573,-3.068,-0.573,0.001,0,-0.001,12.515,-29.843,56.023,100394.008,28.58,0.1,-0.051,0.01,-0.96,0.037,0.032,-0.206
1222.979,0.086,-0.092,0.013,0.039,-0.013,0.068,-0.011,0.046,0.051,1003.086,25.409,84.916,-0.017,1003.34,25.67,82.787,-0.243,-0.776,0.28,-9.826,-0.047,0.092,0.045,-2746,-2432,-3769,-0.842,0.537,0.039,0.008,38.3982972,-78.0637903,94.593,0.064,-0.073,0.498,10,-0.519,0.102,-9.591,69.573,-3.067,-0.574,0,0.001,0,12.63,-29.845,56.278,100406.008,28.58,0.1,-0.051,0.011,-0.961,0.037,0.031,-0.21
1223.079,0.094,-0.062,0.019,0.049,0.108,0.067,0.026,0.122,0.033,1003.088,25.412,84.905,-0.025,1003.29,25.66,83.207,0.269,-0.848,0.237,-9.805,-0.092,0.079,0.089,-2753,-2472,-3732,-0.84,0.541,0.041,0.007,38.3982972,-78.0637904,94.619,0.061,-0.08,0.499,10,-0.531,0.09,-9.651,69.57,-3.071,-0.574,0.001,0.001,0,12.627,-30.052,55.763,100383,28.58,0.1,-0.052,0.01,-0.961,0.036,0.028,-0.212
1223.179,0.075,-0.064,-0.003,0.031,0.109,0.067,-0.042,0.05,0.078,1003.087,25.414,84.909,-0.019,1003.37,25.66,82.536,-0.344,-0.855,0.244,-9.848,0.094,0.026,-0.113,-2734,-2469,-3721,-0.843,0.536,0.04,0.012,38.3982972,-78.0637904,94.639,0.058,-0.079,0.501,10,-0.537,0.097,-9.615,69.573,-3.069,-0.574,0,0.001,-0.001,12.744,-29.951,55.894,100394.008,28.58,0.1,-0.052,0.01,-0.961,0.035,0.032,-0.207
1223.279,0.071,-0.058,0.016,0.023,0.093,0.084,-0.014,-0.031,0.066,1003.083,25.406,84.94,0.014,1003.27,25.65,83.374,0.411,-0.79,0.273,-9.841,0.009,-0.045,0.026,-2754,-2432,-3744,-0.842,0.537,0.041,0.012,38.3982972,-78.0637905,94.701,0.054,-0.086,0.546,10,-0.51,0.107,-9.635,69.572,-3.07,-0.571,0,0,0.001,12.859,-29.952,56.275,100394.008,28.58,0.1,-0.052,0.01,-0.961,0.038,0.031,-0.209
1223.379,0.064,-0.046,0.03,0.018,0.097,0.092,0.002,0.037,0.045,1003.084,25.401,84.932,0.005,1003.36,25.66,82.62,-0.268,-0.812,0.23,-9.819,-0.026,0.068,-0.085,-2697,-2433,-3699,-0.845,0.534,0.04,0.01,38.3982971,-78.0637905,94.719,0.039,-0.086,0.553,10,-0.519,0.102,-9.605,69.573,-3.069,-0.57,0,0.001,-0.001,12.744,-29.95,56.275,100394.008,28.58,0.1,-0.052,0.01,-0.961,0.035,0.032,-0.208
1223.479,0.054,-0.039,0.04,-0.008,0.06,0.114,-0.041,-0.046,0.094,1003.086,25.413,84.917,-0.01,1003.35,25.67,82.704,-0.209,-0.769,0.323,-9.869,0.04,-0.034,0.006,-2734,-2455,-3827,-0.844,0.534,0.041,0.01,38.3982971,-78.0637906,94.757,0.034,-0.091,0.572,10,-0.505,0.101,-9.591,69.574,-3.067,-0.576,-0.001,0,-0.001,12.746,-29.848,56.152,100394.008,28.58,0.1,-0.051,0.011,-0.96,0.035,0.029,-0.209
1223.579,0.046,-0.04,0.051,0.013,0.049,0.113,0.047,0.016,0.065,1003.086,25.418,84.919,-0.008,1003.36,25.66,82.62,-0.285,-0.79,0.244,-9.841,-0.075,-0.013,0.036,-2754,-2433,-3763,-0.843,0.535,0.042,0.009,38.3982971,-78.0637906,94.759,0.031,-0.088,0.551,10,-0.521,0.102,-9.609,69.575,-3.066,-0.578,0,0.001,0,12.515,-29.843,56.405,100398,28.59,0.1,-0.052,0.011,-0.96,0.037,0.032,-0.208
1223.679,0.046,-0.045,0.059,0.028,0.028,0.156,0.035,-0.002,0.152,1003.087,25.416,84.907,-0.018,1003.28,25.66,83.291,0.386,-0.804,0.23,-9.927,0,-0.034,-0.04,-2730,-2460,-3779,-0.845,0.534,0.042,0.011,38.3982971,-78.0637906,94.808,0.028,-0.085,0.574,10,-0.537,0.09,-9.626,69.571,-3.066,-0.578,-0.001,0,0,12.517,-29.74,56.155,100387,28.6,0.1,-0.052,0.01,-0.96,0.035,0.031,-0.212
1223.779,0.037,-0.052,0.058,0.004,0.019,0.112,-0.015,0.008,0.036,1003.088,25.418,84.898,-0.025,1003.32,25.67,82.955,0.05,-0.79,0.215,-9.812,0.062,0.051,-0.026,-2741,-2448,-3767,-0.845,0.533,0.039,0.012,38.398297,-78.0637906,94.84,0.013,-0.08,0.578,10,-0.514,0.063,-9.604,69.574,-3.068,-0.576,-0.001,0,0.001,12.515,-29.843,56.152,100398,28.59,0.1,-0.052,0.009,-0.962,0.034,0.032,-0.206
1223.879,0.019,-0.073,0.074,0.006,-0.042,0.177,0.016,-0.062,0.155,1003.087,25.416,84.914,-0.008,1003.34,25.67,82.787,-0.126,-0.654,0.23,-9.941,0.002,0.006,-0.019,-2743,-2474,-3798,-0.846,0.532,0.036,0.01,38.3982969,-78.0637907,94.845,-0.002,-0.084,0.549,10,-0.504,0.105,-9.563,69.576,-3.063,-0.576,0.001,-0.001,0,12.628,-29.948,56.402,100383,28.58,0.1,-0.051,0.01,-0.96,0.035,0.033,-0.208
1223.979,0.011,-0.086,0.096,-0.008,-0.005,0.183,-0.01,0.033,0.098,1003.087,25.419,84.911,-0.01,1003.35,25.65,82.704,-0.251,-0.761,0.223,-9.876,-0.019,0.019,-0.021,-2736,-2483,-3719,-0.846,0.531,0.037,0.01,38.398297,-78.0637907,94.877,0.004,-0.078,0.546,10,-0.513,0.11,-9.615,69.573,-3.062,-0.576,0,0,0.001,12.857,-30.056,56.399,100394.008,28.58,0.1,-0.052,0.01,-0.96,0.035,0.031,-0.213
1224.079,-0.007,-0.084,0.119,-0.017,-0.016,0.151,-0.006,-0.017,0.052,1003.084,25.409,84.937,0.015,1003.3,25.66,83.123,0.084,-0.704,0.251,-9.833,0,-0.004,-0.021,-2729,-2463,-3739,-0.847,0.53,0.037,0.009,38.3982969,-78.0637907,94.878,-0.011,-0.072,0.511,10,-0.51,0.097,-9.633,69.571,-3.063,-0.575,0.001,0.002,0,12.629,-29.949,56.022,100394.008,28.58,0.1,-0.052,0.01,-0.961,0.037,0.03,-0.21
1224.179,-0.013,-0.074,0.057,-0.02,-0.009,0.134,-0.012,0.017,0.109,1003.084,25.412,84.933,0.013,1003.36,25.66,82.62,-0.453,-0.812,0.208,-9.884,0.036,-0.051,-0.028,-2727,-2452,-3731,-0.848,0.529,0.039,0.012,38.3982969,-78.0637907,94.886,-0.016,-0.066,0.476,10,-0.542,0.086,-9.621,69.572,-3.064,-0.572,0,-0.001,0,12.747,-29.849,55.899,100394.008,28.58,0.1,-0.052,0.01,-0.961,0.037,0.03,-0.208
1224.279,-0.025,-0.067,0.037,-0.031,0.003,0.137,-0.034,0.034,0.093,1003.088,25.418,84.898,-0.025,1003.25,25.66,83.542,0.453,-0.776,0.251,-9.869,-0.013,0.107,0.04,-2734,-2403,-3718,-0.847,0.531,0.038,0.009,38.3982968,-78.0637907,94.902,-0.031,-0.058,0.444,10,-0.536,0.11,-9.612,69.576,-3.065,-0.573,-0.002,0.001,0.001,12.513,-29.946,56.148,100394.008,28.58,0.1,-0.052,0.009,-0.961,0.032,0.033,-0.205
1224.379,-0.034,-0.06,0.042,-0.02,0.001,0.15,0.029,-0.013,0.093,1003.088,25.416,84.9,-0.022,1003.26,25.66,83.458,0.419,-0.682,0.244,-9.876,-0.045,-0.002,0.062,-2729,-2492,-3722,-0.845,0.533,0.037,0.008,38.3982968,-78.0637907,94.864,-0.033,-0.05,0.352,10,-0.503,0.093,-9.625,69.58,-3.063,-0.577,0,0,-0.001,12.744,-29.951,56.276,100398,28.6,0.1,-0.051,0.011,-0.961,0.035,0.032,-0.206
1224.479,-0.044,-0.055,0.066,-0.043,0.008,0.129,-0.053,0.011,0.01,1003.084,25.406,84.933,0.013,1003.28,25.66,83.291,0.318,-0.718,0.273,-9.79,0.081,0.047,0.066,-2704,-2477,-3751,-0.843,0.536,0.036,0.009,38.3982968,-78.0637908,94.893,-0.036,-0.051,0.329,10,-0.502,0.075,-9.602,69.578,-3.062,-0.577,-0.002,0,-0.001,12.747,-29.849,56.026,100394.008,28.59,0.1,-0.051,0.01,-0.961,0.036,0.031,-0.211
1224.579,-0.063,-0.048,0.057,-0.054,0.005,0.048,-0.03,-0.009,-0.066,1003.087,25.413,84.911,-0.009,1003.3,25.66,83.123,0.243,-0.761,0.259,-9.711,0.03,-0.072,-0.03,-2716,-2428,-3754,-0.844,0.535,0.039,0.011,38.3982967,-78.0637908,94.919,-0.049,-0.043,0.31,10,-0.5,0.101,-9.603,69.579,-3.063,-0.574,0.001,0,-0.001,12.628,-29.948,56.656,100383,28.59,0.1,-0.052,0.01,-0.96,0.037,0.031,-0.208
1224.679,-0.08,-0.03,0.052,-0.064,0.044,0.114,-0.036,0.055,0.161,1003.086,25.409,84.916,-0.003,1003.3,25.67,83.123,0.21,-0.826,0.23,-9.934,0.038,0.075,0.19,-2707,-2457,-3721,-0.839,0.543,0.038,0.012,38.3982967,-78.0637907,94.889,-0.05,-0.027,0.234,10,-0.534,0.085,-9.607,69.578,-3.062,-0.574,-0.001,-0.001,0,12.747,-29.849,55.9,100398,28.6,0.1,-0.052,0.01,-0.96,0.035,0.031,-0.211
1224.779,-0.098,-0.014,0.065,-0.07,0.034,0.088,-0.034,-0.001,0.024,1003.085,25.409,84.929,0.012,1003.34,25.66,82.787,-0.109,-0.804,0.259,-9.797,0.004,-0.023,-0.217,-2693,-2436,-3743,-0.845,0.534,0.04,0.012,38.3982966,-78.0637908,94.955,-0.06,-0.03,0.258,10,-0.541,0.094,-9.594,69.583,-3.061,-0.575,-0.001,0,0.001,12.518,-29.741,56.03,100398,28.59,0.1,-0.052,0.01,-0.961,0.035,0.033,-0.207
1224.879,-0.106,-0.009,0.079,-0.062,0.034,0.119,-0.022,0.015,0.092,1003.084,25.402,84.938,0.022,1003.35,25.67,82.704,-0.184,-0.769,0.23,-9.869,0.019,0.077,-0.072,-2728,-2491,-3721,-0.847,0.531,0.038,0.011,38.3982966,-78.0637909,94.989,-0.057,-0.033,0.261,10,-0.503,0.103,-9.598,69.585,-3.061,-0.576,-0.001,-0.001,0,12.631,-29.846,56.28,100394.008,28.59,0.1,-0.052,0.011,-0.962,0.035,0.031,-0.207
1224.979,-0.118,-0.008,0.08,-0.132,0.017,0.153,-0.115,-0.004,0.114,1003.088,25.413,84.904,-0.011,1003.35,25.66,82.704,-0.176,-0.761,0.302,-9.891,0.121,0.081,-0.075,-2722,-2457,-3716,-0.848,0.528,0.036,0.011,38.3982967,-78.0637909,95.013,-0.043,-0.03,0.257,10,-0.506,0.083,-9.632,69.58,-3.062,-0.574,-0.002,0,0.001,12.396,-30.047,56.144,100394.008,28.59,0.1,-0.052,0.01,-0.961,0.038,0.029,-0.213
1225.079,-0.151,-0.003,0.077,-0.143,0.023,0.103,-0.061,0.013,0.026,1003.088,25.409,84.902,-0.017,1003.3,25.67,83.123,0.252,-0.733,0.294,-9.805,-0.004,0.055,-0.036,-2719,-2478,-3756,-0.849,0.527,0.037,0.008,38.3982966,-78.0637908,94.974,-0.051,-0.018,0.192,10,-0.516,0.103,-9.582,69.582,-3.064,-0.575,0,0,-0.001,12.401,-29.842,55.899,100398,28.59,0.1,-0.052,0.01,-0.96,0.034,0.03,-0.208
1225.179,-0.106,-0.014,0.023,-0.122,0.023,0.074,-0.026,0.033,0.004,1003.087,25.409,84.909,-0.012,1003.39,25.67,82.368,-0.512,-0.74,0.251,-9.783,0.013,0.034,0.017,-2730,-2451,-3837,-0.849,0.527,0.037,0.008,38.3982965,-78.0637909,95.006,-0.059,-0.024,0.199,10,-0.507,0.12,-9.602,69.583,-3.067,-0.576,0,-0.001,0.001,12.626,-30.051,56.526,100398,28.6,0.1,-0.052,0.01,-0.962,0.035,0.029,-0.21
1225.279,-0.103,-0.016,0.012,-0.117,0.042,0.098,-0.03,0.081,0.133,1003.089,25.424,84.89,-0.026,1003.35,25.67,82.704,-0.193,-0.84,0.244,-9.905,-0.011,0.038,0.072,-2733,-2491,-3807,-0.847,0.53,0.039,0.009,38.3982965,-78.063791,95.03,-0.054,-0.031,0.203,10,-0.515,0.096,-9.583,69.582,-3.069,-0.577,0,0,0,12.395,-30.047,56.525,100394.008,28.58,0.1,-0.052,0.01,-0.96,0.035,0.031,-0.211
1225.379,-0.109,-0.014,0.025,-0.102,0.019,0.1,0.003,-0.05,0.036,1003.087,25.422,84.907,-0.006,1003.29,25.66,83.207,0.227,-0.776,0.266,-9.812,0.017,-0.121,-0.092,-2741,-2479,-3692,-0.849,0.526,0.042,0.011,38.3982965,-78.063791,95.029,-0.051,-0.03,0.187,10,-0.531,0.124,-9.605,69.589,-3.066,-0.579,0.001,0,-0.001,12.747,-29.849,56.408,100398,28.6,0.1,-0.052,0.011,-0.96,0.035,0.033,-0.205
1225.479,-0.117,-0.016,0.035,-0.105,0.003,0.1,-0.051,-0.025,0.046,1003.088,25.421,84.902,-0.013,1003.38,25.67,82.452,-0.587,-0.804,0.294,-9.819,0.053,0.023,-0.156,-2718,-2475,-3739,-0.853,0.52,0.041,0.011,38.3982965,-78.063791,95.072,-0.048,-0.028,0.217,10,-0.505,0.121,-9.566,69.589,-3.067,-0.579,0,0.001,0.001,12.859,-30.058,56.147,100398,28.6,0.101,-0.053,0.011,-0.972,0.038,0.032,-0.213
1225.579,-0.123,-0.028,0.039,-0.068,-0.031,0.09,0.017,-0.055,0.045,1003.088,25.418,84.898,-0.016,1003.26,25.66,83.458,0.369,-0.711,0.244,-9.826,0.015,-0.021,0.013,-2726,-2466,-3757,-0.853,0.521,0.039,0.01,38.3982964,-78.0637911,95.086,-0.054,-0.035,0.215,10,-0.533,0.084,-9.599,69.591,-3.066,-0.579,0.001,-0.001,0.001,12.634,-29.743,56.411,100387,28.6,0.099,-0.051,0.01,-0.948,0.036,0.031,-0.205
1225.679,-0.11,-0.039,0.034,-0.034,-0.01,0.078,0.007,0.028,0.049,1003.089,25.423,84.892,-0.023,1003.38,25.68,82.452,-0.621,-0.761,0.259,-9.826,-0.06,0.049,0.047,-2727,-2474,-3762,-0.852,0.522,0.039,0.008,38.3982964,-78.0637911,95.06,-0.05,-0.034,0.181,10,-0.511,0.096,-9.604,69.587,-3.067,-0.577,-0.001,0,0,12.512,-30.05,56.145,100398,28.6,0.1,-0.052,0.01,-0.96,0.037,0.031,-0.213
1225.779,-0.081,-0.038,0.03,0.026,-0.002,0.076,0.052,0.006,0.052,1003.088,25.418,84.898,-0.02,1003.38,25.67,82.452,-0.604,-0.725,0.223,-9.833,-0.034,-0.026,0.138,-2715,-2457,-3796,-0.848,0.528,0.039,0.008,38.3982964,-78.0637911,95.061,-0.046,-0.032,0.17,10,-0.53,0.096,-9.605,69.588,-3.066,-0.58,-0.001,0.002,0,12.631,-29.846,56.28,100387,28.6,0.101,-0.053,0.011,-0.973,0.034,0.033,-0.21
1225.879,-0.052,-0.029,0.028,0.044,0.006,0.018,0.022,0.005,-0.034,1003.086,25.421,84.916,-0.004,1003.36,25.67,82.62,-0.428,-0.819,0.18,-9.74,0.036,-0.092,-0.143,-2749,-2436,-3746,-0.852,0.522,0.041,0.013,38.3982963,-78.063791,95.048,-0.053,-0.022,0.143,10,-0.506,0.084,-9.606,69.589,-3.066,-0.581,0,-0.001,0.001,12.631,-29.846,56.28,100398,28.6,0.099,-0.051,0.01,-0.949,0.035,0.031,-0.204
1225.979,-0.036,-0.029,0.019,0.017,-0.026,0.044,-0.02,-0.037,0.051,1003.087,25.418,84.911,-0.008,1003.37,25.67,82.536,-0.512,-0.804,0.194,-9.826,0.072,-0.019,-0.102,-2747,-2447,-3750,-0.854,0.518,0.04,0.015,38.3982963,-78.063791,95.065,-0.05,-0.02,0.146,10,-0.522,0.094,-9.593,69.587,-3.066,-0.581,0,0,0,12.868,-29.646,56.036,100387,28.59,0.1,-0.052,0.01,-0.961,0.035,0.03,-0.212
1226.079,-0.032,-0.043,0.029,0.022,-0.052,0.059,0.012,-0.037,0.038,1003.086,25.421,84.915,-0.002,1003.27,25.67,83.374,0.327,-0.819,0.187,-9.812,-0.019,-0.068,-0.051,-2745,-2458,-3720,-0.856,0.516,0.042,0.015,38.3982963,-78.063791,95.033,-0.047,-0.019,0.105,10,-0.513,0.114,-9.611,69.593,-3.067,-0.58,0,0.001,0,12.516,-29.845,56.026,100394.008,28.59,0.1,-0.052,0.01,-0.961,0.036,0.03,-0.205
1226.179,-0.037,-0.026,0.012,0.017,-0.043,0.07,-0.01,0,0.126,1003.087,25.423,84.912,-0.001,1003.32,25.66,82.955,-0.067,-0.84,0.208,-9.898,-0.015,0.034,-0.06,-2763,-2430,-3727,-0.857,0.513,0.041,0.013,38.3982963,-78.0637909,94.96,-0.042,-0.009,0.02,10,-0.491,0.1,-9.599,69.591,-3.068,-0.577,0,0.001,0.002,12.744,-29.951,56.658,100410,28.6,0.099,-0.051,0.009,-0.949,0.036,0.03,-0.21
1226.279,-0.036,-0.024,0.011,0.008,-0.045,0.072,-0.029,-0.024,0.037,1003.088,25.421,84.902,-0.011,1003.36,25.67,82.62,-0.319,-0.79,0.259,-9.812,0.017,0.023,0.036,-2742,-2441,-3778,-0.856,0.515,0.041,0.011,38.3982963,-78.0637909,95,-0.039,-0.006,0.047,10,-0.479,0.108,-9.601,69.59,-3.07,-0.576,-0.001,-0.001,0,12.752,-29.643,56.289,100398,28.6,0.099,-0.051,0.01,-0.948,0.034,0.03,-0.205
1226.379,-0.038,-0.025,0.027,-0.028,-0.055,0.081,-0.095,-0.048,0.04,1003.085,25.414,84.923,0.009,1003.23,25.67,83.71,0.797,-0.812,0.316,-9.812,0.119,-0.009,-0.017,-2712,-2468,-3719,-0.856,0.515,0.041,0.012,38.3982963,-78.0637908,94.934,-0.036,0.005,-0.036,10,-0.509,0.101,-9.604,69.592,-3.067,-0.579,0,0,0,12.745,-29.952,56.277,100398,28.6,0.1,-0.051,0.01,-0.961,0.035,0.032,-0.207
1226.479,-0.052,-0.03,0.047,-0.055,-0.06,0.089,-0.062,-0.034,0.042,1003.084,25.413,84.932,0.022,1003.28,25.67,83.291,0.461,-0.826,0.33,-9.812,0.032,-0.023,0.124,-2727,-2497,-3714,-0.853,0.52,0.043,0.011,38.3982962,-78.0637908,94.99,-0.043,0.007,0.002,10,-0.521,0.089,-9.603,69.589,-3.066,-0.579,0,0.001,0,12.741,-30.159,56.016,100398,28.6,0.099,-0.051,0.01,-0.949,0.034,0.032,-0.208
1226.579,-0.065,-0.034,0.059,-0.047,-0.034,0.111,-0.003,0.021,0.094,1003.086,25.419,84.918,0.009,1003.35,25.67,82.704,-0.159,-0.804,0.215,-9.869,0.034,0.068,0.032,-2754,-2491,-3746,-0.852,0.522,0.04,0.011,38.3982962,-78.0637909,94.987,-0.04,0.001,-0.017,10,-0.484,0.098,-9.576,69.593,-3.068,-0.579,-0.001,0,0,12.632,-29.847,56.281,100410,28.6,0.099,-0.051,0.01,-0.949,0.036,0.03,-0.202
1226.679,-0.074,-0.022,0.052,-0.042,-0.01,0.075,-0.012,0.009,0.021,1003.089,25.42,84.896,-0.011,1003.37,25.67,82.536,-0.26,-0.769,0.244,-9.797,-0.004,0.036,0.083,-2702,-2466,-3736,-0.85,0.525,0.039,0.01,38.3982961,-78.0637908,94.972,-0.048,0.013,-0.049,10,-0.526,0.089,-9.616,69.587,-3.065,-0.579,0,0,-0.001,12.748,-29.85,56.155,100387,28.6,0.101,-0.052,0.01,-0.972,0.036,0.031,-0.216
1226.779,-0.075,-0.013,0.042,-0.029,-0.012,0.035,-0.004,-0.016,-0.003,1003.088,25.408,84.903,-0.001,1003.25,25.67,83.542,0.78,-0.74,0.244,-9.776,0.011,-0.011,-0.066,-2727,-2446,-3740,-0.852,0.522,0.039,0.01,38.3982961,-78.0637909,94.989,-0.046,0.007,-0.043,10,-0.526,0.108,-9.624,69.59,-3.065,-0.578,0,0.001,0,12.755,-29.542,56.167,100398,28.6,0.1,-0.052,0.01,-0.961,0.036,0.031,-0.207
1226.879,-0.063,-0.008,0.017,0.008,-0.034,0.02,0.028,-0.041,0.018,1003.09,25.419,84.883,-0.019,1003.36,25.68,82.62,-0.134,-0.74,0.244,-9.797,-0.019,-0.087,0.079,-2727,-2461,-3710,-0.85,0.526,0.041,0.01,38.3982961,-78.0637908,94.978,-0.042,0.017,-0.06,10,-0.519,0.104,-9.64,69.591,-3.067,-0.579,0,0,0,12.396,-30.048,56.4,100398,28.6,0.1,-0.052,0.01,-0.96,0.034,0.031,-0.208
