State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),DPS368 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
47.323,0,0,0.682,-5.831,-7.871,0.695,-5.923,-12.251,0.280,-3.144,-9.424,0.000,0.000,0.0116870,0.000,9144.000,0.025,0.945,87.784,6.424,918.283,28.284,822.001,-0.021,9.934,-0.266,0.165,0.011,0.062,0.036,4188.000,-1309.000,-13900.000,0.095,-0.694,0.113,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.118,9.790,-0.186,-0.000,-0.001,-0.001,0.000,0.000
47.424,0,0,0.682,-5.826,-7.876,0.695,-5.924,-12.251,0.349,-3.075,-9.467,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.126,88.430,6.459,918.283,28.283,822.002,-0.022,9.955,-0.215,0.223,-0.032,0.011,0.058,4243.000,-1264.000,-13907.000,0.093,-0.693,0.113,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.020,9.820,-0.147,0.001,0.000,0.001,0.000,0.000
47.525,0,0,0.681,-5.821,-7.883,0.685,-5.926,-12.254,0.266,-3.080,-9.490,0.000,0.000,0.0116870,0.000,9144.000,0.025,1.232,89.079,6.491,918.284,28.287,821.991,-0.038,9.977,-0.172,0.194,0.040,-0.102,0.060,4201.000,-1307.000,-13871.000,0.095,-0.695,0.113,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.020,9.820,-0.147,0.001,0.000,0.001,0.000,0.000
47.626,0,0,0.680,-5.817,-7.887,0.692,-5.933,-12.254,0.421,-3.132,-9.492,0.000,0.000,0.0116870,0.000,9144.000,0.025,0.883,89.731,6.522,918.282,28.281,822.012,-0.020,9.999,-0.201,0.273,0.015,0.060,0.089,4195.000,-1288.000,-13972.000,0.094,-0.692,0.115,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.039,9.761,-0.098,0.000,-0.000,0.000,0.000,0.000
47.727,0,0,0.680,-5.814,-7.896,0.700,-5.935,-12.255,0.435,-3.071,-9.456,0.000,0.000,0.0116870,0.000,9144.000,0.026,1.395,90.387,6.558,918.285,28.294,821.979,-0.058,9.948,-0.122,0.237,0.034,0.051,-0.034,4203.000,-1290.000,-13901.000,0.098,-0.691,0.114,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.039,9.761,-0.098,0.000,-0.000,0.000,0.000,0.000
47.828,0,0,0.680,-5.813,-7.902,0.689,-5.952,-12.250,0.252,-3.231,-9.417,0.000,0.000,0.0116870,0.000,9144.000,0.026,1.529,91.047,6.597,918.284,28.291,821.989,-0.052,9.955,-0.237,0.129,0.058,-0.043,-0.136,4198.000,-1317.000,-13874.000,0.102,-0.693,0.114,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.361,0.000,0.000,-0.118,9.781,-0.196,0.000,0.000,0.000,0.000,0.000
47.929,0,0,0.678,-5.813,-7.908,0.675,-5.972,-12.254,0.219,-3.251,-9.501,0.000,0.000,0.0116870,0.000,9144.000,0.026,1.016,91.709,6.628,918.285,28.294,821.986,-0.055,10.042,-0.165,0.129,0.066,-0.023,-0.023,4204.000,-1285.000,-13940.000,0.105,-0.694,0.116,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.361,0.000,0.000,-0.118,9.781,-0.196,0.000,0.000,0.000,0.000,0.000
48.030,0,0,0.676,-5.815,-7.908,0.666,-6.005,-12.233,0.266,-3.386,-9.296,0.000,0.000,0.0116870,0.000,9144.000,0.026,0.812,92.377,6.679,918.282,28.288,822.014,-0.027,9.891,-0.294,0.172,0.064,0.002,-0.115,4193.000,-1282.000,-13973.000,0.106,-0.693,0.119,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.361,0.000,0.000,-0.118,9.781,-0.196,0.000,0.000,0.000,0.000,0.000
48.131,0,0,0.673,-5.821,-7.911,0.657,-6.041,-12.237,0.265,-3.414,-9.521,0.000,0.000,0.0116870,0.000,9144.000,0.026,0.913,93.048,6.708,918.284,28.287,821.991,-0.052,10.113,-0.251,0.172,0.000,-0.030,-0.113,4251.000,-1286.000,-13887.000,0.106,-0.694,0.118,0.702,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,0.167,9.977,-0.392,0.001,0.000,0.002,0.000,0.000
48.232,0,0,0.670,-5.829,-7.912,0.657,-6.075,-12.225,0.349,-3.410,-9.368,0.000,0.000,0.0116870,0.000,9144.000,0.026,0.859,93.723,6.753,918.283,28.292,822.003,-0.042,9.970,-0.280,0.201,0.015,0.117,-0.009,4193.000,-1304.000,-13949.000,0.104,-0.691,0.121,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.610,91861.242,27.356,0.000,0.000,0.167,9.977,-0.392,0.001,0.000,0.002,0.000,0.000
48.333,0,0,0.668,-5.839,-7.915,0.686,-6.109,-12.206,0.644,-3.406,-9.278,0.000,0.000,0.0116870,0.000,9144.000,0.026,1.343,94.404,6.806,918.286,28.296,821.976,-0.064,9.891,-0.230,0.460,0.062,-0.132,0.026,4221.000,-1304.000,-13878.000,0.105,-0.689,0.125,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.367,0.000,0.000,-0.078,9.771,-0.206,0.000,0.001,0.000,0.000,0.000
48.434,0,0,0.668,-5.851,-7.914,0.685,-6.123,-12.202,0.340,-3.213,-9.442,0.000,0.000,0.0116870,0.000,9144.000,0.027,1.628,95.088,6.843,918.285,28.294,821.986,-0.051,9.977,-0.101,0.187,-0.098,-0.006,0.068,4233.000,-1265.000,-13869.000,0.103,-0.691,0.120,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.367,0.000,0.000,-0.078,9.771,-0.206,0.000,0.001,0.000,0.000,0.000
48.535,0,0,0.668,-5.863,-7.911,0.676,-6.140,-12.207,0.264,-3.256,-9.547,0.000,0.000,0.0116870,0.000,9144.000,0.027,1.324,95.775,6.869,918.283,28.299,821.997,-0.035,10.085,-0.273,0.187,-0.164,-0.068,0.060,4233.000,-1289.000,-13887.000,0.096,-0.694,0.116,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.049,9.800,-0.157,0.000,0.000,0.000,0.000,0.000
48.636,0,0,0.667,-5.875,-7.909,0.680,-6.152,-12.209,0.389,-3.200,-9.515,0.000,0.000,0.0116870,0.000,9144.000,0.027,0.986,96.465,6.898,918.284,28.294,821.993,-0.034,10.042,-0.172,0.266,0.053,-0.038,-0.021,4200.000,-1310.000,-13930.000,0.100,-0.693,0.116,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.049,9.800,-0.157,0.000,0.000,0.000,0.000,0.000
48.737,0,0,0.667,-5.887,-7.906,0.680,-6.169,-12.200,0.348,-3.271,-9.416,0.000,0.000,0.0116870,0.000,9144.000,0.027,1.145,97.159,6.938,918.283,28.300,821.997,-0.022,9.970,-0.165,0.230,0.104,-0.036,0.047,4196.000,-1278.000,-13884.000,0.103,-0.692,0.120,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.118,9.800,-0.078,-0.000,0.001,-0.000,0.000,0.000
