State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],DPS368 - Pres (hPa),DPS368 - Temp (C),DPS368 - Alt ASL (m),DPS368 - Alt AGL (m),BMI088andLIS3MDL - AccX (m/s^2),BMI088andLIS3MDL - AccY (m/s^2),BMI088andLIS3MDL - AccZ (m/s^2),BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - MagX (uT),BMI088andLIS3MDL - MagY (uT),BMI088andLIS3MDL - MagZ (uT),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ,BMI088andLIS3MDL - OriW,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,E5 - Rel Steps,BR - Battery Voltage (V),BR - ALT (m),BR - PRES (Pa),BR - TEMP (C),BR - VEL (m/s),BR - ANG (deg),BR - ACCX (m/s^2),BR - ACCY (m/s^2),BR - ACCZ (m/s^2),BR - GYROX (rad/s),BR - GYROY (rad/s),BR - GYROZ (rad/s),BR - ROLL (deg),BR - TILT (deg)
37.425,0,0,0.722,-5.341,-8.933,0.616,-5.523,-12.729,-0.123,-3.167,-9.546,0.000,0.000,0.0116870,0.000,9144.000,0.019,1.201,39.214,3.450,918.284,28.241,821.996,-0.014,10.049,-0.431,-0.101,0.002,0.072,0.075,4200.000,-1253.000,-13942.000,0.085,-0.699,0.111,0.702,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.108,9.810,0.088,-0.002,0.000,0.000,0.000,0.000
37.526,0,0,0.704,-5.310,-8.707,0.580,-5.532,-12.525,0.043,-3.093,-9.609,0.000,0.000,0.0116870,0.000,9144.000,0.019,0.522,39.561,3.470,918.286,28.248,821.974,-0.033,10.092,-0.237,0.072,0.098,-0.064,-0.077,4215.000,-1244.000,-13918.000,0.092,-0.699,0.110,0.700,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.206,9.820,-0.275,0.000,-0.000,0.000,0.000,0.000
37.627,0,0,0.686,-5.286,-8.511,0.554,-5.549,-12.348,0.120,-3.144,-9.512,0.000,0.000,0.0116870,0.000,9144.000,0.019,0.290,39.911,3.500,918.285,28.255,821.985,-0.018,10.013,-0.316,0.158,-0.009,-0.104,-0.011,4205.000,-1247.000,-13905.000,0.091,-0.699,0.111,0.700,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.356,0.000,0.000,-0.206,9.820,-0.275,0.000,-0.000,0.000,0.000,0.000
37.728,0,0,0.668,-5.269,-8.347,0.551,-5.558,-12.207,0.346,-3.050,-9.521,0.000,0.000,0.0116870,0.000,9144.000,0.019,0.297,40.264,3.529,918.286,28.243,821.970,-0.036,9.999,-0.180,0.244,0.040,0.051,-0.038,4182.000,-1272.000,-13920.000,0.094,-0.695,0.111,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.010,9.673,-0.137,0.000,0.000,0.001,0.000,0.000
37.829,0,0,0.653,-5.257,-8.204,0.548,-5.558,-12.095,0.334,-2.932,-9.548,0.000,0.000,0.0116870,0.000,9144.000,0.019,0.998,40.620,3.555,918.285,28.244,821.986,-0.022,9.991,-0.115,0.194,-0.053,0.006,-0.066,4217.000,-1285.000,-13962.000,0.095,-0.694,0.106,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.010,9.673,-0.137,0.000,0.000,0.001,0.000,0.000
37.930,0,0,0.639,-5.248,-8.086,0.555,-5.568,-12.003,0.425,-3.019,-9.484,0.000,0.000,0.0116870,0.000,9144.000,0.019,1.070,40.978,3.588,918.287,28.256,821.960,-0.046,9.955,-0.230,0.259,-0.017,0.028,0.023,4174.000,-1262.000,-13996.000,0.092,-0.693,0.108,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.206,9.702,-0.206,0.000,-0.000,0.000,0.000,0.000
38.031,0,0,0.627,-5.244,-7.979,0.553,-5.578,-11.928,0.332,-3.004,-9.482,0.000,0.000,0.0116870,0.000,9144.000,0.019,1.358,41.340,3.620,918.284,28.254,821.994,-0.011,9.948,-0.208,0.201,0.009,-0.019,0.053,4182.000,-1253.000,-13948.000,0.091,-0.694,0.109,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.206,9.702,-0.206,0.000,-0.000,0.000,0.000,0.000
38.132,0,0,0.616,-5.242,-7.892,0.552,-5.584,-11.878,0.327,-2.949,-9.521,0.000,0.000,0.0116870,0.000,9144.000,0.019,1.203,41.705,3.649,918.287,28.249,821.966,-0.039,9.970,-0.172,0.187,-0.026,0.000,-0.072,4182.000,-1284.000,-13958.000,0.093,-0.694,0.106,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.206,9.702,-0.206,0.000,-0.000,0.000,0.000,0.000
38.233,0,0,0.607,-5.242,-7.816,0.556,-5.580,-11.845,0.372,-2.854,-9.571,0.000,0.000,0.0116870,0.000,9144.000,0.019,1.137,42.073,3.673,918.285,28.257,821.984,-0.015,9.991,-0.136,0.201,-0.070,0.062,0.047,4187.000,-1257.000,-13966.000,0.090,-0.693,0.104,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.078,9.790,-0.128,-0.000,0.000,0.000,0.000,0.000
38.334,0,0,0.599,-5.244,-7.755,0.548,-5.589,-11.824,0.258,-2.969,-9.532,0.000,0.000,0.0116870,0.000,9144.000,0.019,1.318,42.443,3.701,918.287,28.256,821.967,-0.026,9.984,-0.187,0.151,0.072,-0.045,0.004,4190.000,-1271.000,-13997.000,0.092,-0.695,0.107,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.078,9.790,-0.128,-0.000,0.000,0.000,0.000,0.000
38.435,0,0,0.591,-5.248,-7.704,0.550,-5.600,-11.815,0.336,-2.977,-9.557,0.000,0.000,0.0116870,0.000,9144.000,0.019,0.967,42.815,3.726,918.286,28.246,821.976,-0.017,10.013,-0.172,0.165,0.017,0.117,-0.053,4185.000,-1260.000,-14008.000,0.094,-0.693,0.107,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.361,0.000,0.000,-0.147,9.800,-0.137,0.001,0.000,0.001,0.000,0.000
38.536,0,0,0.584,-5.254,-7.661,0.559,-5.622,-11.805,0.414,-3.086,-9.470,0.000,0.000,0.0116870,0.000,9144.000,0.020,1.293,43.191,3.760,918.284,28.250,821.989,-0.001,9.963,-0.223,0.273,0.075,-0.070,0.034,4195.000,-1256.000,-13969.000,0.095,-0.693,0.111,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.361,0.000,0.000,-0.147,9.800,-0.137,0.001,0.000,0.001,0.000,0.000
38.637,0,0,0.579,-5.262,-7.624,0.558,-5.645,-11.813,0.300,-3.093,-9.575,0.000,0.000,0.0116870,0.000,9144.000,0.020,1.233,43.570,3.784,918.282,28.249,822.006,0.017,10.063,-0.180,0.187,0.023,-0.066,-0.075,4195.000,-1274.000,-13937.000,0.097,-0.694,0.110,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.350,0.000,0.000,-0.069,9.761,-0.196,0.000,-0.000,0.000,0.000,0.000
38.738,0,0,0.574,-5.273,-7.596,0.558,-5.667,-11.811,0.313,-3.081,-9.413,0.000,0.000,0.0116870,0.000,9144.000,0.020,0.960,43.952,3.823,918.283,28.247,822.000,0.014,9.905,-0.165,0.223,0.047,-0.072,0.075,4172.000,-1258.000,-14024.000,0.098,-0.695,0.113,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.914,91861.242,27.350,0.000,0.000,-0.069,9.761,-0.196,0.000,-0.000,0.000,0.000,0.000
38.839,0,0,0.570,-5.287,-7.578,0.554,-5.702,-11.831,0.272,-3.211,-9.552,0.000,0.000,0.0116870,0.000,9144.000,0.020,0.919,44.337,3.849,918.285,28.247,821.983,0.001,10.078,-0.180,0.187,0.068,-0.028,0.043,4167.000,-1257.000,-13908.000,0.100,-0.694,0.116,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.137,9.790,-0.196,0.000,-0.000,-0.000,0.000,0.000
38.940,0,0,0.566,-5.303,-7.564,0.555,-5.742,-11.842,0.311,-3.264,-9.431,0.000,0.000,0.0116870,0.000,9144.000,0.020,0.915,44.726,3.887,918.285,28.254,821.986,0.009,9.977,-0.294,0.244,-0.032,-0.102,-0.038,4231.000,-1274.000,-13989.000,0.098,-0.695,0.116,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.137,9.790,-0.196,0.000,-0.000,-0.000,0.000,0.000
39.041,0,0,0.563,-5.322,-7.556,0.553,-5.771,-11.861,0.283,-3.160,-9.470,0.000,0.000,0.0116870,0.000,9144.000,0.020,0.864,45.118,3.921,918.284,28.247,821.991,0.012,9.984,-0.122,0.201,0.062,-0.058,0.017,4215.000,-1264.000,-13969.000,0.102,-0.694,0.116,0.703,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.010,9.781,-0.206,0.001,0.000,0.001,0.000,0.000
39.142,0,0,0.560,-5.343,-7.548,0.568,-5.800,-11.886,0.454,-3.156,-9.542,0.000,0.000,0.0116870,0.000,9144.000,0.020,0.848,45.513,3.948,918.280,28.255,822.024,0.046,10.056,-0.108,0.280,-0.015,0.047,0.036,4204.000,-1284.000,-13962.000,0.101,-0.691,0.115,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.010,9.781,-0.206,0.001,0.000,0.001,0.000,0.000
39.243,0,0,0.559,-5.365,-7.547,0.567,-5.835,-11.905,0.291,-3.233,-9.438,0.000,0.000,0.0116870,0.000,9144.000,0.020,1.355,45.911,3.985,918.283,28.252,822.004,0.025,9.977,-0.208,0.172,0.009,-0.038,-0.026,4198.000,-1243.000,-13938.000,0.102,-0.693,0.116,0.704,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.010,9.781,-0.206,0.001,0.000,0.001,0.000,0.000
39.344,0,0,0.558,-5.389,-7.548,0.578,-5.869,-11.920,0.406,-3.225,-9.402,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.063,46.314,4.026,918.281,28.244,822.019,0.041,9.941,-0.266,0.266,-0.062,0.023,0.077,4185.000,-1256.000,-13923.000,0.096,-0.692,0.117,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.118,9.761,-0.069,-0.001,0.000,-0.001,0.000,0.000
39.445,0,0,0.557,-5.414,-7.551,0.576,-5.899,-11.939,0.277,-3.198,-9.420,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.360,46.720,4.065,918.281,28.245,822.017,0.041,9.948,-0.215,0.151,0.026,0.034,-0.015,4224.000,-1263.000,-13871.000,0.098,-0.693,0.117,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.118,9.761,-0.069,-0.001,0.000,-0.001,0.000,0.000
39.546,0,0,0.557,-5.440,-7.559,0.581,-5.930,-11.961,0.348,-3.214,-9.437,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.214,47.130,4.102,918.282,28.249,822.006,0.028,9.970,-0.251,0.223,-0.028,-0.009,-0.013,4188.000,-1274.000,-13913.000,0.097,-0.693,0.116,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.235,9.771,-0.108,-0.001,-0.000,0.000,0.000,0.000
39.647,0,0,0.562,-5.463,-7.572,0.676,-5.882,-11.999,1.238,-2.435,-9.580,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.220,47.543,4.125,918.284,28.252,821.988,0.008,9.920,0.567,0.718,0.032,0.070,0.040,4217.000,-1253.000,-13945.000,0.110,-0.680,0.105,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.235,9.771,-0.108,-0.001,-0.000,0.000,0.000,0.000
39.748,0,0,0.574,-5.483,-7.586,0.753,-5.890,-12.030,1.074,-3.002,-9.531,0.000,0.000,0.0116870,0.000,9144.000,0.021,2.884,47.958,4.153,918.282,28.248,822.007,0.024,10.034,0.029,0.567,0.011,-0.051,0.036,4192.000,-1285.000,-13922.000,0.108,-0.680,0.108,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,0.088,9.800,-0.137,-0.001,0.000,0.000,0.000,0.000
39.849,0,0,0.590,-5.502,-7.602,0.786,-5.898,-12.060,0.644,-3.011,-9.517,0.000,0.000,0.0116870,0.000,9144.000,0.021,2.913,48.376,4.183,918.284,28.251,821.996,0.014,9.999,-0.036,0.280,-0.053,-0.004,0.096,4185.000,-1288.000,-13991.000,0.103,-0.685,0.110,0.712,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,0.088,9.800,-0.137,-0.001,0.000,0.000,0.000,0.000
39.950,0,0,0.606,-5.521,-7.621,0.783,-5.908,-12.075,0.287,-3.030,-9.360,0.000,0.000,0.0116870,0.000,9144.000,0.021,2.247,48.799,4.228,918.285,28.261,821.979,-0.006,9.841,-0.151,0.065,-0.047,0.094,0.047,4173.000,-1254.000,-13956.000,0.099,-0.690,0.110,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.361,0.000,0.000,0.000,9.820,-0.059,0.000,-0.001,0.001,0.000,0.000
40.051,0,0,0.621,-5.540,-7.637,0.798,-5.924,-12.096,0.476,-3.103,-9.469,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.580,49.225,4.262,918.282,28.250,822.006,0.021,9.970,-0.230,0.266,-0.045,0.000,-0.049,4183.000,-1223.000,-13971.000,0.096,-0.691,0.110,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.914,91881.508,27.361,0.000,0.000,0.000,9.820,-0.059,0.000,-0.001,0.001,0.000,0.000
40.152,0,0,0.635,-5.557,-7.652,0.796,-5.921,-12.122,0.315,-2.921,-9.545,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.552,49.654,4.288,918.281,28.252,822.019,0.029,9.984,-0.144,0.165,-0.109,0.002,0.102,4183.000,-1220.000,-13906.000,0.091,-0.693,0.107,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.020,9.928,-0.245,0.001,-0.000,0.001,0.000,0.000
40.253,0,0,0.648,-5.573,-7.670,0.807,-5.908,-12.161,0.452,-2.830,-9.673,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.250,50.084,4.302,918.282,28.256,822.009,0.016,10.085,-0.050,0.273,-0.036,-0.009,0.121,4194.000,-1244.000,-13946.000,0.091,-0.693,0.106,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.356,0.000,0.000,-0.020,9.928,-0.245,0.001,-0.000,0.001,0.000,0.000
40.354,0,0,0.661,-5.588,-7.694,0.813,-5.913,-12.185,0.416,-3.004,-9.503,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.373,50.518,4.333,918.286,28.256,821.976,-0.022,9.970,-0.158,0.280,0.109,-0.153,-0.079,4194.000,-1244.000,-13946.000,0.096,-0.694,0.108,0.705,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.186,9.722,-0.206,0.000,-0.000,0.000,0.000,0.000
40.455,0,0,0.673,-5.601,-7.711,0.810,-5.917,-12.203,0.324,-3.006,-9.504,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.056,50.954,4.363,918.281,28.265,822.017,0.015,9.970,-0.208,0.187,-0.051,0.079,0.164,4182.000,-1226.000,-13915.000,0.090,-0.693,0.110,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.186,9.722,-0.206,0.000,-0.000,0.000,0.000,0.000
40.556,0,0,0.684,-5.615,-7.731,0.811,-5.927,-12.227,0.373,-3.068,-9.567,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.287,51.393,4.387,918.283,28.252,822.003,-0.000,10.049,-0.244,0.208,0.006,0.066,-0.017,4203.000,-1309.000,-13876.000,0.091,-0.692,0.110,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.186,9.722,-0.206,0.000,-0.000,0.000,0.000,0.000
40.657,0,0,0.693,-5.628,-7.752,0.808,-5.931,-12.242,0.331,-3.014,-9.478,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.427,51.835,4.421,918.285,28.264,821.986,-0.016,9.948,-0.194,0.165,0.032,0.011,-0.190,4216.000,-1235.000,-13961.000,0.096,-0.693,0.107,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.088,9.781,-0.108,-0.001,0.000,-0.001,0.000,0.000
40.758,0,0,0.702,-5.640,-7.768,0.807,-5.932,-12.264,0.362,-2.986,-9.606,0.000,0.000,0.0116870,0.000,9144.000,0.021,1.221,52.279,4.441,918.281,28.267,822.015,0.012,10.063,-0.165,0.194,-0.034,0.021,-0.036,4222.000,-1294.000,-13851.000,0.095,-0.693,0.106,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.361,0.000,0.000,-0.088,9.781,-0.108,-0.001,0.000,-0.001,0.000,0.000
40.859,0,0,0.710,-5.651,-7.784,0.823,-5.935,-12.279,0.533,-3.012,-9.555,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.222,52.726,4.466,918.282,28.262,822.011,0.007,10.027,-0.187,0.287,0.011,0.145,0.109,4188.000,-1263.000,-13893.000,0.092,-0.690,0.110,0.710,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.078,9.839,-0.128,0.000,0.000,-0.000,0.000,0.000
40.960,0,0,0.719,-5.662,-7.805,0.831,-5.942,-12.295,0.465,-3.059,-9.536,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.847,53.175,4.494,918.286,28.269,821.974,-0.029,10.020,-0.187,0.266,0.053,-0.053,-0.028,4174.000,-1269.000,-13881.000,0.095,-0.691,0.110,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.078,9.839,-0.128,0.000,0.000,-0.000,0.000,0.000
41.061,0,0,0.728,-5.673,-7.820,0.837,-5.950,-12.306,0.445,-3.073,-9.539,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.534,53.627,4.521,918.283,28.262,822.004,-0.001,10.027,-0.194,0.223,0.002,0.149,0.164,4189.000,-1267.000,-13926.000,0.091,-0.690,0.114,0.709,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.356,0.000,0.000,-0.049,9.761,-0.177,0.000,-0.000,0.000,0.000,0.000
41.162,0,0,0.736,-5.684,-7.835,0.838,-5.960,-12.303,0.392,-3.094,-9.409,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.830,54.083,4.561,918.284,28.265,821.992,-0.012,9.905,-0.294,0.230,-0.040,-0.047,-0.083,4231.000,-1244.000,-13892.000,0.091,-0.692,0.111,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,-0.610,91881.508,27.356,0.000,0.000,-0.049,9.761,-0.177,0.000,-0.000,0.000,0.000,0.000
41.263,0,0,0.743,-5.695,-7.848,0.843,-5.971,-12.316,0.446,-3.109,-9.589,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.442,54.541,4.583,918.283,28.273,822.002,-0.002,10.085,-0.201,0.251,0.055,0.060,0.043,4190.000,-1228.000,-13925.000,0.093,-0.691,0.113,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.157,9.771,-0.216,0.000,-0.000,0.000,0.000,0.000
41.364,0,0,0.751,-5.706,-7.861,0.842,-5.978,-12.323,0.380,-3.079,-9.539,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.610,55.002,4.610,918.284,28.269,821.989,-0.011,10.027,-0.144,0.230,0.043,-0.055,0.055,4219.000,-1236.000,-13971.000,0.096,-0.692,0.113,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.356,0.000,0.000,-0.157,9.771,-0.216,0.000,-0.000,0.000,0.000,0.000
41.465,0,0,0.757,-5.717,-7.874,0.839,-5.987,-12.328,0.375,-3.096,-9.511,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.306,55.466,4.640,918.286,28.269,821.973,-0.027,10.006,-0.158,0.201,0.013,0.062,0.006,4182.000,-1210.000,-13940.000,0.097,-0.692,0.113,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.137,9.859,-0.196,0.000,0.000,-0.000,0.000,0.000
41.566,0,0,0.763,-5.728,-7.885,0.847,-5.994,-12.330,0.480,-3.094,-9.515,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.407,55.933,4.670,918.285,28.264,821.986,-0.014,10.013,-0.136,0.259,0.019,0.040,-0.081,4208.000,-1262.000,-13868.000,0.100,-0.690,0.111,0.708,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.137,9.859,-0.196,0.000,0.000,-0.000,0.000,0.000
41.667,0,0,0.768,-5.738,-7.892,0.841,-6.005,-12.326,0.341,-3.123,-9.475,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.560,56.404,4.703,918.284,28.271,821.996,-0.004,9.977,-0.244,0.201,-0.068,-0.038,0.055,4172.000,-1249.000,-13889.000,0.095,-0.693,0.112,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.128,9.849,-0.108,0.000,0.000,0.000,0.000,0.000
41.768,0,0,0.773,-5.749,-7.901,0.843,-6.017,-12.327,0.426,-3.144,-9.510,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.244,56.877,4.733,918.285,28.267,821.984,-0.017,10.020,-0.172,0.266,0.079,-0.011,0.030,4207.000,-1273.000,-13858.000,0.098,-0.692,0.115,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.128,9.849,-0.108,0.000,0.000,0.000,0.000,0.000
41.869,0,0,0.778,-5.760,-7.903,0.842,-6.038,-12.314,0.405,-3.250,-9.423,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.356,57.354,4.772,918.281,28.261,822.020,0.018,9.970,-0.244,0.237,0.060,-0.009,-0.132,4186.000,-1230.000,-13882.000,0.101,-0.691,0.115,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.305,91871.383,27.350,0.000,0.000,-0.128,9.849,-0.108,0.000,0.000,0.000,0.000,0.000
41.970,0,0,0.782,-5.772,-7.906,0.846,-6.045,-12.309,0.443,-3.101,-9.485,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.337,57.835,4.804,918.283,28.270,821.997,-0.004,9.984,-0.115,0.273,-0.036,-0.019,0.117,4228.000,-1241.000,-13889.000,0.099,-0.691,0.115,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.137,9.790,-0.069,-0.000,0.000,-0.000,0.000,0.000
42.071,0,0,0.786,-5.784,-7.908,0.845,-6.056,-12.298,0.406,-3.155,-9.431,0.000,0.000,0.0116870,0.000,9144.000,0.022,1.394,58.319,4.842,918.282,28.269,822.006,0.005,9.948,-0.201,0.244,-0.017,-0.028,-0.047,4200.000,-1237.000,-13867.000,0.099,-0.692,0.114,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.361,0.000,0.000,-0.137,9.790,-0.069,-0.000,0.000,-0.000,0.000,0.000
42.172,0,0,0.789,-5.795,-7.908,0.840,-6.058,-12.292,0.366,-3.069,-9.490,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.320,58.806,4.874,918.282,28.266,822.008,0.010,9.977,-0.158,0.223,-0.058,-0.028,0.045,4157.000,-1267.000,-13961.000,0.097,-0.693,0.112,0.706,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.137,9.790,-0.118,0.000,0.000,-0.000,0.000,0.000
42.273,0,0,0.792,-5.805,-7.907,0.842,-6.063,-12.286,0.437,-3.105,-9.495,0.000,0.000,0.0116870,0.000,9144.000,0.023,1.217,59.297,4.906,918.282,28.272,822.011,0.013,9.991,-0.273,0.273,-0.083,-0.006,-0.060,4197.000,-1242.000,-13894.000,0.093,-0.692,0.110,0.707,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91871.383,27.350,0.000,0.000,-0.137,9.790,-0.118,0.000,0.000,-0.000,0.000,0.000
